,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.0600367,-2.0680351,"('unsympathetic', 'sympathetic')",-1.0623616,-1.3288677,-0.5059966,-0.5358532,-1.209465,-1.3109186,0.1014536
1,-1.9193883,-2.2912483,"('unfriendly', 'friendly')",-0.87146026,-1.0315293,1.2024684,1.3088586,-0.52946,-0.6713064,0.1418464
38,-1.778158,-1.7746212,"('untruthful', 'truthful')",-0.75419724,-0.69587046,-0.28905734,-0.1464681,-0.9404709,-0.8723199,-0.068151
69,1.6808262,1.609756,"('lazy', 'industrious')",1.0555696,1.0458512,-0.07285133,-0.26885915,0.8878481,0.7955827,0.0922654
86,-1.6444298,-2.087271,"('uninfluential', 'influential')",-0.20014808,-0.6577444,-0.12343639,-0.5276383,-0.6560047,-1.0908845,0.4348798
43,-1.6022931,-1.6012267,"('irresponsible', 'responsible')",-0.68950474,-0.81479025,-0.2246873,-0.20645365,-0.8388284,-0.8741569,0.0353285
53,-1.5237622,-1.5424753,"('uncreative', 'creative')",-0.536321,-0.51760185,0.4797662,0.5056746,-0.5267723,-0.5181342,-0.0086381
19,-1.507345,-1.3776699,"('inhospitable', 'hospitable')",-1.1023865,-1.129298,-0.307963,-0.26177526,-0.9725649,-0.9229144,-0.0496505
23,-1.5031495,-1.4932325,"('insincere', 'sincere')",-0.7776458,-0.7684007,4.7602077,5.0645657,0.8264708,0.9343108,-0.10784
11,-1.4492294,-1.372236,"('unhelpful', 'helpful')",-0.041775122,0.07405187,1.2319713,1.4975883,-0.0863444,0.066468,-0.1528124
32,-1.3070697,-1.4683145,"('unkind', 'kind')",0.16943048,0.045591734,0.2688653,0.26001552,-0.2895913,-0.3875691,0.0979778
63,-1.2611752,-1.3301277,"('unperceptive', 'insightful')",-0.13893215,-0.29317918,0.90653473,0.76344675,-0.1645242,-0.28662,0.1220958
13,-1.2520401,-1.2618146,"('impolite', 'polite')",-0.81999403,-0.9488422,-0.3361724,-0.34325975,-0.8027355,-0.8513056,0.0485701
57,-1.233532,-1.0752013,"('unimaginative', 'imaginative')",-0.6863693,-0.7333794,-2.472698,-2.5147018,-1.4641997,-1.4410941,-0.0231056
70,-1.1997585,-1.0375676,"('lethargic', 'energetic')",-0.50672513,-0.60268444,0.28727755,0.25510517,-0.4730687,-0.4617157,-0.011353
9,-1.197295,-1.400018,"('unaffectionate', 'caring')",0.044501986,-0.07586588,0.59009224,0.72498995,-0.1875669,-0.250298,0.0627311
45,-1.1970755,-1.1325016,"('incompetent', 'competent')",0.08477745,-0.26394373,-0.20642112,-0.38438064,-0.439573,-0.5936086,0.1540356
56,-1.1604896,-0.9471897,"('impractical', 'practical')",0.19300173,0.16367511,-0.49917135,-0.40793124,-0.4888864,-0.3971486,-0.0917378
82,-1.157396,-1.0028218,"('poor', 'rich')",-0.27090502,-0.30223274,5.483064,5.7347937,1.3515878,1.4765797,-0.1249919
5,-1.0997719,-1.1239629,"('distant', 'outgoing')",-0.984995,-1.081482,-0.3522449,-0.26905832,-0.8123372,-0.8248343,0.0124971
3,-1.0819201,-1.0714408,"('repellent', 'pleasant')",-0.14653537,-0.31693783,0.035547398,0.15917331,-0.3976361,-0.4097351,0.012099
24,-0.9943255,-0.8945255,"('dishonest', 'honest')",-1.0062301,-1.1340423,0.034099974,0.17905304,-0.6554852,-0.6165049,-0.0389803
0,-0.96633965,-1.3218514,"('unsociable', 'sociable')",0.11522658,-0.24696952,-0.47974193,-0.6036675,-0.4436183,-0.7241628,0.2805445
28,-0.93326503,-1.2282848,"('disloyal', 'loyal')",0.2793878,0.11528382,0.55589783,0.46436796,-0.0326598,-0.216211,0.1835512
30,-0.9146337,-0.93224055,"('intolerant', 'tolerant')",0.42276794,0.34008604,0.67542285,0.8505912,0.0611857,0.0861456,-0.0249599
85,0.8866745,0.45077604,"('insignificant', 'prestigious')",0.33707684,0.23753688,0.95534074,0.79100424,0.726364,0.4931057,0.2332583
6,-0.8771184,-0.96979326,"('distant', 'open')",-1.1742116,-1.3255981,0.34399047,0.2535871,-0.5691132,-0.6806014,0.1114882
22,-0.87131613,-0.8938962,"('untrustworthy', 'trustworthy')",0.00795093,-0.1276133,-1.0292969,-1.0449888,-0.6308873,-0.6888328,0.0579455
27,-0.8639691,-0.99475205,"('hardhearted', 'softhearted')",-0.15486895,-0.19812402,1.4678401,1.3061126,0.1496673,0.0377455,0.1119218
84,0.85708046,0.8629966,"('inferior', 'superior')",0.79118305,0.80643654,1.0152776,1.0708139,0.887847,0.9134157,-0.0255687
61,-0.8524818,-1.0258956,"('illogical', 'logical')",0.50279605,0.27075753,0.14979015,-0.042849846,-0.0666319,-0.265996,0.1993641
7,-0.84563816,-0.9687441,"('insensitive', 'sensitive')",-0.3375942,-0.4905204,0.5421054,0.43844625,-0.213709,-0.3402727,0.1265637
51,-0.77893406,-0.8356404,"('uneducated', 'educated')",0.032629266,-0.06470129,0.47153586,0.3205576,-0.0915896,-0.1932613,0.1016717
54,-0.77153784,-0.7775925,"('incapable', 'capable')",-0.39215493,-0.37590507,0.8199768,0.97208905,-0.114572,-0.0604695,-0.0541025
77,-0.74115646,-0.90576434,"('unmotivated', 'motivated')",0.5114912,0.48686084,-0.8147464,-0.9314917,-0.3481372,-0.4501317,0.1019945
46,-0.7051264,-0.71009505,"('uncompetitive', 'competitive')",-0.40409556,-0.70370007,-0.57831097,-0.85268354,-0.562511,-0.7554928,0.1929818
47,-0.67372686,-0.61616343,"('stupid', 'smart')",0.2714385,0.18769467,5.4697657,5.577099,1.6891591,1.71621,-0.0270509
72,-0.6505288,-0.5106033,"('unambitious', 'ambitious')",-0.45507416,-0.28210488,-1.1888988,-0.8969911,-0.7648339,-0.5632331,-0.2016008
35,0.6172144,0.6684817,"('corrupt', 'incorrupt')",-0.07924183,-0.055375285,0.18652579,0.059991274,0.2414995,0.2243659,0.0171336
31,-0.614488,-0.9029018,"('evil', 'good')",-0.40148926,-0.43700585,-0.5890346,-0.6499702,-0.535004,-0.6632926,0.1282886
39,0.5976895,0.60030234,"('exploitative', 'cooperative')",0.5445651,0.5606223,0.25179014,0.31249234,0.4646816,0.491139,-0.0264574
33,0.5890841,0.505285,"('wrong', 'right')",0.019953541,-0.10891246,-0.45443505,-0.44539207,0.0515342,-0.0163398,0.067874
87,0.58132863,0.6401696,"('unsuccessful', 'successful')",0.21471912,0.112036884,1.0555904,0.93255806,0.6172127,0.5615882,0.0556245
