,ecolab_male,ecolab_female,tuple,inc_male,inc_female,average_male,average_female,male-female
82,-1.8788718,-1.5367429,"('poor', 'rich')",6.0460663,6.0358567,2.0835972,2.249557,-0.1659598
19,-1.817208,-1.6873428,"('inhospitable', 'hospitable')",-0.18003765,0.061162174,-0.9986228,-0.8130903,-0.1855325
39,1.2831411,1.5176831,"('exploitative', 'cooperative')",0.018735753,0.09794052,0.6509385,0.8078119,-0.1568734
48,1.2465098,1.0164512,"('unintelligent', 'intelligent')",0.7985351,0.64633715,1.0225224,0.8313942,0.1911282
60,1.2357098,1.4192929,"('inefficient', 'efficient')",-0.095350936,-0.19585165,0.5701794,0.6117206,-0.0415412
73,1.192716,1.138608,"('helpless', 'self-reliant')",-3.0914638,-3.1328995,-0.9493739,-0.9971458,0.0477719
71,1.0968777,1.3070008,"('diffident', 'self-confident')",0.44251996,0.4300272,0.7696989,0.8685139,-0.098815
31,-1.0640779,-1.2724156,"('evil', 'good')",-0.7456368,-0.6418693,-0.9048573,-0.9571425,0.0522852
36,-1.0616195,-0.98658216,"('hostile', 'amicable')",0.57929814,0.75952756,-0.2411607,-0.1135273,-0.1276334
10,-1.0215727,-0.84143245,"('unsympathetic', 'sympathetic')",-0.71628165,-0.74301374,-0.8689272,-0.7922231,-0.0767041
62,1.0187491,1.1046835,"('incompetent', 'brilliant')",-0.10212285,-0.057023957,0.4583131,0.5238298,-0.0655167
56,0.9567086,1.2107509,"('impractical', 'practical')",-0.43676618,-0.3230791,0.2599712,0.4438359,-0.1838647
6,-0.9322119,-1.1225696,"('distant', 'open')",0.25948703,0.31881908,-0.3363624,-0.4018753,0.0655129
8,-0.8815011,-0.8738459,"('unaffectionate', 'affectionate')",0.8094739,0.7583616,-0.0360136,-0.0577421,0.0217285
79,-0.8581598,-0.8116785,"('wavering', 'unwavering')",-0.24349742,-0.12152926,-0.5508286,-0.4666039,-0.0842247
84,0.8471052,0.6620441,"('inferior', 'superior')",0.92690545,0.94687223,0.8870053,0.8044581,0.0825472
45,-0.82728505,-0.7176816,"('incompetent', 'competent')",-0.30849048,-0.21881054,-0.5678878,-0.4682461,-0.0996417
76,0.77570593,0.98262155,"('anxious', 'daring')",0.17773113,0.21689337,0.4767185,0.5997574,-0.1230389
80,0.7358214,0.64454406,"('dominated', 'dominating')",-1.4200672,-1.5578918,-0.3421229,-0.4566739,0.114551
66,-0.73029983,-0.6957469,"('inactive', 'active')",0.8063668,0.7527015,0.0380335,0.0284773,0.0095562
3,-0.7269208,-0.6224241,"('repellent', 'pleasant')",0.013187792,-0.1345118,-0.3568665,-0.378468,0.0216015
18,-0.7136403,-0.5036733,"('disagreeable', 'welcoming')",-0.31265375,-0.13219312,-0.513147,-0.3179332,-0.1952138
67,0.7002799,0.727795,"('doubtful', 'determined')",-0.76590174,-0.61679566,-0.0328109,0.0554997,-0.0883106
5,-0.69727254,-0.7162997,"('distant', 'outgoing')",-0.37263548,-0.17982778,-0.534954,-0.4480637,-0.0868903
69,0.6929488,0.47970796,"('lazy', 'industrious')",-0.34827054,-0.16740707,0.1723391,0.1561504,0.0161887
86,-0.6818565,-0.5507674,"('uninfluential', 'influential')",-0.15595502,-0.27231923,-0.4189058,-0.4115433,-0.0073625
30,0.6767197,1.0840334,"('intolerant', 'tolerant')",0.9809988,1.359194,0.8288593,1.2216136,-0.3927543
63,0.6710756,0.6612595,"('unperceptive', 'insightful')",0.71901375,0.6630264,0.6950446,0.6621429,0.0329017
1,-0.66001296,-0.65356654,"('unfriendly', 'friendly')",1.8057885,1.938571,0.5728878,0.6425022,-0.0696144
20,0.65219384,0.57472444,"('rough', 'thoughtful')",1.1641872,1.0339229,0.9081905,0.8043237,0.1038668
53,-0.6481064,-0.5618864,"('uncreative', 'creative')",1.0438417,1.1288941,0.1978677,0.2835038,-0.0856361
44,0.6077649,0.46645564,"('prejudiced', 'unprejudiced')",-1.1405978,-1.1869013,-0.2664165,-0.3602228,0.0938063
35,-0.6036648,-0.8288266,"('corrupt', 'incorrupt')",-0.046663336,0.15675741,-0.3251641,-0.3360346,0.0108705
15,0.58977914,0.74237883,"('boring', 'funny')",0.42030358,0.7860948,0.5050414,0.7642368,-0.2591954
24,-0.56620103,-0.23943475,"('dishonest', 'honest')",0.42920196,0.5345114,-0.0684995,0.1475383,-0.2160378
22,-0.5501779,-0.46105668,"('untrustworthy', 'trustworthy')",-0.91939473,-0.9345653,-0.7347863,-0.697811,-0.0369753
51,-0.5484346,-0.34495482,"('uneducated', 'educated')",0.47378,0.43073708,-0.0373273,0.0428911,-0.0802184
