,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
30,-2.8205652,-2.5261552,"('intolerant', 'tolerant')",-1.4874895,-1.2431147,-2.1540275,-1.884635,-0.2693925
10,-2.7956986,-2.6579475,"('unsympathetic', 'sympathetic')",-2.8457859,-2.7369788,-2.8207421,-2.697463,-0.1232791
0,-2.694152,-2.6750607,"('unsociable', 'sociable')",-2.7580156,-2.7878306,-2.7260838,-2.7314458,0.005362
65,-2.6859865,-2.1348948,"('insecure', 'secure')",-2.0482864,-1.6073463,-2.3671365,-1.8711206,-0.4960159
43,-2.5655038,-2.1954927,"('irresponsible', 'responsible')",-3.068848,-2.6264286,-2.8171759,-2.4109607,-0.4062152
56,-2.5228946,-2.3978088,"('impractical', 'practical')",-3.033071,-2.7499003,-2.7779827,-2.5738544,-0.2041283
75,2.330415,1.9390335,"('meek', 'impulsive')",0.66508496,0.68215835,1.49775,1.310596,0.187154
23,-2.2462451,-2.2151809,"('insincere', 'sincere')",-2.1106029,-2.1083422,-2.1784239,-2.1617615,-0.0166624
55,-2.0528436,-1.9661231,"('incompetent', 'clever')",-1.9225161,-1.6571072,-1.9876798,-1.8116152,-0.1760646
69,2.041175,2.1927009,"('lazy', 'industrious')",1.6996187,1.7548351,1.8703969,1.973768,-0.1033711
81,-2.000273,-1.9815286,"('submissive', 'aggressive')",-2.227104,-1.9554013,-2.1136885,-1.968465,-0.1452235
11,-1.9573932,-1.9728637,"('unhelpful', 'helpful')",-2.8495073,-2.8386352,-2.4034503,-2.4057493,0.002299
46,-1.9346418,-1.9118824,"('uncompetitive', 'competitive')",-2.7913237,-2.4686284,-2.3629827,-2.1902554,-0.1727273
57,-1.7324425,-2.0813885,"('unimaginative', 'imaginative')",-2.0921924,-2.1215444,-1.9123175,-2.1014664,0.1891489
86,-1.7036548,-1.8137293,"('uninfluential', 'influential')",-2.2415955,-2.411275,-1.9726251,-2.1125021,0.139877
35,1.6205955,1.7468201,"('corrupt', 'incorrupt')",1.4610281,1.3952581,1.5408118,1.5710391,-0.0302273
60,-1.6165997,-1.2847663,"('inefficient', 'efficient')",-2.5971017,-2.2105749,-2.1068506,-1.7476707,-0.3591799
28,-1.6162312,-1.6151395,"('disloyal', 'loyal')",-1.416564,-1.4271027,-1.5163976,-1.521121,0.0047234
70,-1.5721548,-1.5261673,"('lethargic', 'energetic')",-2.4916604,-2.2632325,-2.0319076,-1.8946998,-0.1372078
85,1.5447417,1.3904009,"('insignificant', 'prestigious')",3.3307235,3.1856198,2.4377327,2.2880104,0.1497223
6,1.5254427,1.3418652,"('distant', 'open')",2.4659626,2.2850215,1.9957027,1.8134434,0.1822593
47,-1.4448425,-1.309984,"('stupid', 'smart')",-1.5012307,-1.2220994,-1.4730365,-1.2660418,-0.2069947
14,-1.4318486,-1.1076783,"('antisocial', 'social')",-1.8764266,-1.5731189,-1.6541376,-1.3403986,-0.313739
63,-1.4241837,-1.5977077,"('unperceptive', 'insightful')",-1.4270661,-1.287527,-1.4256248,-1.4426174,0.0169926
77,-1.3942993,-1.2699312,"('unmotivated', 'motivated')",-1.1074384,-0.8052972,-1.2508688,-1.0376142,-0.2132546
82,-1.3644347,-1.2502087,"('poor', 'rich')",-1.1915029,-0.74546146,-1.2779689,-0.9978351,-0.2801338
45,-1.3073882,-1.4433091,"('incompetent', 'competent')",-2.6456668,-2.5386477,-1.9765275,-1.9909784,0.0144509
12,-1.2702492,-1.3801885,"('unsupportive', 'supportive')",-1.4865185,-1.4387158,-1.3783839,-1.4094522,0.0310683
13,-1.2307992,-0.91583264,"('impolite', 'polite')",-2.1728146,-2.1228373,-1.7018069,-1.519335,-0.1824719
22,-1.1659622,-0.94324356,"('untrustworthy', 'trustworthy')",-1.5471274,-1.1515671,-1.3565447,-1.0474054,-0.3091393
73,1.0892363,1.2936909,"('helpless', 'self-reliant')",0.58506405,0.63932467,0.8371502,0.9665078,-0.1293576
21,-1.055073,-0.74291074,"('immoral', 'moral')",-0.9468577,-0.67635363,-1.0009654,-0.7096322,-0.2913332
32,-1.0284764,-0.77389455,"('unkind', 'kind')",-0.574084,-0.6311618,-0.8012801,-0.7025282,-0.0987519
4,1.0271719,0.60323477,"('disliked', 'liked')",0.63348347,0.27280554,0.8303276,0.4380202,0.3923074
19,0.9768098,0.67402273,"('inhospitable', 'hospitable')",1.425832,1.1300098,1.2013209,0.9020163,0.2993046
31,0.97650737,0.87328154,"('evil', 'good')",1.736105,1.5478486,1.3563062,1.2105651,0.1457411
66,0.95828104,0.98965317,"('inactive', 'active')",1.0538392,1.0673702,1.0060601,1.0285116,-0.0224515
34,-0.9559492,-0.71238256,"('mean', 'honorable')",-0.8428267,-0.6108263,-0.899388,-0.6616044,-0.2377836
33,0.9359739,0.92756426,"('wrong', 'right')",1.8768783,1.6154321,1.4064261,1.2714982,0.1349279
78,-0.924698,-1.206085,"('nonresilient', 'resilient')",-0.8476101,-0.9166097,-0.8861541,-1.0613474,0.1751933
48,-0.9058446,-0.9822351,"('unintelligent', 'intelligent')",-0.7953363,-0.9838714,-0.8505905,-0.9830532,0.1324627
38,-0.8642223,-0.91886604,"('untruthful', 'truthful')",-1.547327,-1.6112391,-1.2057747,-1.2650526,0.0592779
36,0.85986996,0.50238776,"('hostile', 'amicable')",1.40834,0.9692234,1.134105,0.7358056,0.3982994
8,-0.8527194,-1.0790536,"('unaffectionate', 'affectionate')",0.5340192,0.2671735,-0.1593501,-0.4059401,0.24659
76,-0.83716846,-0.63397646,"('anxious', 'daring')",-0.61175025,-0.26911837,-0.7244594,-0.4515474,-0.272912
67,-0.82949406,-0.87189937,"('doubtful', 'determined')",-0.78169787,-0.63866436,-0.805596,-0.7552819,-0.0503141
24,-0.78821284,-0.22082768,"('dishonest', 'honest')",-0.68873805,-0.52358985,-0.7384754,-0.3722088,-0.3662666
29,0.7611314,0.73844665,"('unfair', 'fair')",0.8547992,0.9583059,0.8079653,0.8483763,-0.040411
27,-0.724836,-0.84372765,"('hardhearted', 'softhearted')",-0.60884434,-0.8404119,-0.6668402,-0.8420697,0.1752295
5,0.7054936,0.3136161,"('distant', 'outgoing')",1.8329971,1.6054922,1.2692454,0.9595542,0.3096912
18,-0.67746484,-0.29490542,"('disagreeable', 'welcoming')",0.6484556,0.77381116,-0.0145046,0.2394529,-0.2539575
41,-0.6678842,-0.81794804,"('unforgiving', 'forgiving')",-1.1186365,-1.0353945,-0.8932604,-0.9266713,0.0334109
68,0.62026954,0.63310444,"('dependent', 'independent')",-0.73475957,-0.7005434,-0.057245,-0.0337195,-0.0235255
25,0.61929554,0.5121655,"('egoistic', 'altruistic')",1.0789882,0.89600205,0.8491418,0.7040838,0.145058
79,0.6141469,0.2565496,"('wavering', 'unwavering')",1.7022543,1.309145,1.1582006,0.7828473,0.3753533
7,-0.593555,-0.37124038,"('insensitive', 'sensitive')",-1.936766,-1.7892063,-1.2651606,-1.0802233,-0.1849373
3,-0.5757096,-0.57927436,"('repellent', 'pleasant')",-1.6155154,-1.4443871,-1.0956125,-1.0118307,-0.0837818
42,-0.56387043,-0.23840019,"('unreliable', 'reliable')",0.20196478,0.51267505,-0.1809528,0.1371374,-0.3180902
16,0.55796206,0.3778423,"('unpopular', 'popular')",1.0199201,0.99476725,0.7889411,0.6863048,0.1026363
1,-0.5561031,-0.8378651,"('unfriendly', 'friendly')",0.3588516,-0.03645581,-0.0986257,-0.4371605,0.3385348
37,0.48586842,0.9247116,"('fake', 'genuine')",-0.91056967,-0.884805,-0.2123506,0.0199533,-0.2323039
40,0.4707772,0.46044186,"('stingy', 'generous')",-0.28198975,-0.39846334,0.0943937,0.0309893,0.0634044
72,-0.452389,-0.38604906,"('unambitious', 'ambitious')",-1.0511537,-1.0378383,-0.7517713,-0.7119437,-0.0398276
39,-0.43154654,-0.0053352863,"('exploitative', 'cooperative')",-0.9601303,-0.4976709,-0.6958384,-0.2515031,-0.4443353
84,-0.42043847,-0.33576268,"('inferior', 'superior')",0.40876913,0.43015772,-0.0058347,0.0471975,-0.0530322
80,0.4195855,0.5449955,"('dominated', 'dominating')",-1.2561463,-1.1995951,-0.4182804,-0.3272998,-0.0909806
50,0.40161365,0.35281405,"('clumsy', 'skillful')",0.6453714,0.67610866,0.5234925,0.5144613,0.0090312
2,0.38605314,0.6741168,"('unlikable', 'likable')",1.7529831,1.9702972,1.0695181,1.322207,-0.2526889
44,0.3658975,0.6760699,"('prejudiced', 'unprejudiced')",0.22521648,0.36194703,0.295557,0.5190085,-0.2234515
52,0.35340416,0.34950113,"('irrational', 'rational')",1.8428129,1.6894345,1.0981085,1.0194678,0.0786407
59,0.34424132,0.6950232,"('foolish', 'wise')",1.7138449,1.9339856,1.0290431,1.3145044,-0.2854613
74,-0.31948662,-0.28979844,"('undedicated', 'dedicated')",-0.7926666,-0.49255145,-0.5560766,-0.3911749,-0.1649017
15,0.31470743,0.1866485,"('boring', 'funny')",1.9490315,1.6974908,1.1318694,0.9420696,0.1897998
49,-0.3026516,-0.4410991,"('unable', 'able')",-0.41952294,-0.3141567,-0.3610873,-0.3776279,0.0165406
62,-0.2929629,-0.24576178,"('incompetent', 'brilliant')",-1.9005101,-1.823669,-1.0967364,-1.0347154,-0.062021
51,-0.26031086,-0.5096376,"('uneducated', 'educated')",-0.15706854,-0.23302263,-0.2086897,-0.3713301,0.1626404
64,-0.24888587,0.20665112,"('shy', 'confident')",-0.8475331,-0.50525045,-0.5482095,-0.1492997,-0.3989098
88,-0.19381836,-0.3545252,"('low', 'eminent')",0.108386904,-0.12783934,-0.0427157,-0.2411823,0.1984666
9,-0.18878049,-0.31438267,"('unaffectionate', 'caring')",0.4792472,0.16324778,0.1452334,-0.0755674,0.2208008
71,0.13647681,0.060020488,"('diffident', 'self-confident')",-0.4641349,-0.51612765,-0.163829,-0.2280536,0.0642246
26,0.13352808,0.19886836,"('hardhearted', 'benevolent')",1.5986974,1.3513904,0.8661128,0.7751294,0.0909834
20,0.1291754,0.2137089,"('rough', 'thoughtful')",0.16027799,0.37271264,0.1447267,0.2932108,-0.1484841
87,0.11917023,0.22575012,"('unsuccessful', 'successful')",0.86815697,0.9498471,0.4936636,0.5877986,-0.094135
61,0.08909041,0.28690785,"('illogical', 'logical')",-0.22805206,-0.07195697,-0.0694808,0.1074754,-0.1769562
17,0.08438826,-0.114186004,"('nasty', 'nice')",-0.4304586,-0.76122355,-0.1730352,-0.4377048,0.2646696
83,-0.08092046,-0.2108635,"('powerless', 'powerful')",-0.5834636,-0.66012347,-0.332192,-0.4354935,0.1033015
58,-0.08073469,-0.39111292,"('undiscriminating', 'discriminating')",-0.18909265,-0.43087858,-0.1349137,-0.4109958,0.2760821
54,0.06779392,0.12481494,"('incapable', 'capable')",0.77767545,0.6765433,0.4227347,0.4006791,0.0220556
53,-0.03803736,-0.2006828,"('uncreative', 'creative')",-0.06769114,0.024281964,-0.0528642,-0.0882004,0.0353362
