,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,3.2129767,3.1830783,"('insignificant', 'prestigious')",2.6426318,2.8525028,1.3558166,1.7507346,2.4038083,2.5954386,-0.1916303
26,3.0663683,2.7850907,"('hardhearted', 'benevolent')",2.4092958,2.167698,1.2176113,1.1337968,2.2310918,2.0288617,0.2022301
45,-2.7281868,-2.373011,"('incompetent', 'competent')",-1.7503856,-1.6768345,-1.9002671,-1.9716334,-2.1262798,-2.0071597,-0.1191201
81,-2.681981,-2.552206,"('submissive', 'aggressive')",-1.3897002,-1.3637576,-2.1200438,-2.211637,-2.0639083,-2.0425336,-0.0213747
25,2.66062,2.5899417,"('egoistic', 'altruistic')",1.8307765,1.7656049,1.9746245,2.020266,2.1553404,2.1252708,0.0300696
64,-2.6285415,-2.386779,"('shy', 'confident')",-0.78082305,-0.49163067,-6.2486134,-5.5619564,-3.219326,-2.8134556,-0.4058704
65,-2.5869076,-2.5302734,"('insecure', 'secure')",-1.5593486,-1.5586615,-1.7209814,-1.9483589,-1.955746,-2.0124313,0.0566853
6,2.5361536,2.5577135,"('distant', 'open')",1.0769479,1.2202543,0.3886726,0.60469025,1.3339246,1.460886,-0.1269614
22,-2.5149903,-2.4500036,"('untrustworthy', 'trustworthy')",-2.0425165,-1.8437829,-2.3220356,-2.3587346,-2.2931808,-2.217507,-0.0756738
5,2.4540596,2.5097022,"('distant', 'outgoing')",1.246522,1.430656,0.3216835,0.6343936,1.340755,1.5249173,-0.1841623
36,2.4204237,2.391926,"('hostile', 'amicable')",0.92891836,1.0862666,1.1063842,1.25819,1.485242,1.5787943,-0.0935523
71,2.3667989,2.3552058,"('diffident', 'self-confident')",0.5925791,0.62065434,0.47550967,0.578703,1.1449625,1.1848543,-0.0398918
69,2.351134,2.3215957,"('lazy', 'industrious')",1.0958655,1.1560527,0.32835114,0.63244313,1.2584502,1.3700304,-0.1115802
9,2.2557032,2.2465153,"('unaffectionate', 'caring')",0.8823433,0.8506003,1.2538553,1.2310703,1.4639673,1.4427287,0.0212386
46,-2.1982298,-1.9393837,"('uncompetitive', 'competitive')",-1.2736256,-1.2806667,-0.62695944,-0.8634019,-1.3662717,-1.3611507,-0.005121
1,2.1708446,2.0378995,"('unfriendly', 'friendly')",1.8597105,1.8355501,1.8400615,1.7006768,1.9568721,1.8580421,0.09883
79,2.1635408,2.0806043,"('wavering', 'unwavering')",0.8413635,0.95515186,0.61126167,0.76695144,1.2053886,1.2675692,-0.0621806
70,-2.1370258,-2.0048037,"('lethargic', 'energetic')",-1.0903289,-1.0543058,-0.49124482,-0.7454854,-1.2395332,-1.2681983,0.0286651
35,2.0630686,1.891332,"('corrupt', 'incorrupt')",0.69207203,0.738438,0.36991602,0.53561395,1.0416856,1.055128,-0.0134424
11,-2.0513,-2.0616262,"('unhelpful', 'helpful')",-2.0879488,-1.9562587,0.9654256,0.72091544,-1.0579411,-1.0989898,0.0410487
8,1.9614383,1.8793222,"('unaffectionate', 'affectionate')",1.2279103,1.2189708,1.167069,1.1988775,1.4521392,1.4323901,0.0197491
44,-1.9447409,-2.083996,"('prejudiced', 'unprejudiced')",-0.7785463,-0.85793567,-1.3143677,-1.2262526,-1.345885,-1.3893948,0.0435098
3,-1.9444569,-1.759723,"('repellent', 'pleasant')",-1.0612607,-1.2067565,0.7450799,0.6829353,-0.7535459,-0.7611814,0.0076355
33,1.9139091,1.8908861,"('wrong', 'right')",1.9843631,2.1587868,-0.12907824,0.14606951,1.256398,1.3985809,-0.1421829
54,1.8873813,1.9427831,"('incapable', 'capable')",1.5152104,1.7028134,0.9769066,1.1984062,1.4598328,1.6146676,-0.1548348
10,-1.8597717,-1.639354,"('unsympathetic', 'sympathetic')",-1.6049353,-1.6600182,-0.6409599,-0.8938604,-1.3685555,-1.3977442,0.0291887
80,-1.804482,-1.9094399,"('dominated', 'dominating')",-1.088751,-1.2963226,-0.87508893,-1.021688,-1.2561073,-1.4091501,0.1530428
13,-1.7543454,-1.7310983,"('impolite', 'polite')",-1.3693727,-1.3947675,-1.0292367,-1.2227874,-1.3843184,-1.4495511,0.0652327
31,1.5413599,1.5612165,"('evil', 'good')",0.59015584,0.7610521,-0.17412274,0.27124828,0.6524644,0.8645056,-0.2120412
53,1.5247368,1.4299407,"('uncreative', 'creative')",1.1594173,1.189514,1.1749146,1.1471616,1.2863562,1.2555388,0.0308174
68,-1.3946908,-1.3938117,"('dependent', 'independent')",-1.8478025,-1.7508556,-1.6861916,-1.7874014,-1.6428949,-1.6440229,0.001128
