,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,male-female
1,-1.9905788,-2.0052905,"('unfriendly', 'friendly')",0.7415541,0.43158042,1.274342,1.4724029,0.0084391,-0.0337691,0.0422082
8,-1.8669819,-1.7883589,"('unaffectionate', 'affectionate')",-0.33032158,-0.5752535,0.49296725,0.6736943,-0.5681121,-0.563306,-0.0048061
9,-1.757119,-1.6052436,"('unaffectionate', 'caring')",0.6026495,0.51431197,0.9709834,1.1347152,-0.061162,0.0145945,-0.0757565
6,-1.647299,-1.6488928,"('distant', 'open')",-0.31458652,-0.6677804,-0.6066729,-0.5521679,-0.8561862,-0.9562804,0.1000942
18,-1.4652039,-1.2202725,"('disagreeable', 'welcoming')",-1.0138046,-0.9823246,-0.86875516,-0.71670717,-1.1159212,-0.9731015,-0.1428197
82,-1.4315113,-1.1968094,"('poor', 'rich')",-0.15425174,-0.035929743,6.4152613,6.4846964,1.6098328,1.7506523,-0.1408195
5,-1.2140001,-1.1307651,"('distant', 'outgoing')",0.21370155,0.0020724013,-0.8600399,-0.7280474,-0.6201128,-0.6189133,-0.0011995
27,-1.2131661,-1.3249624,"('hardhearted', 'softhearted')",0.14584196,0.07742004,1.1555203,0.9720264,0.0293987,-0.0918387,0.1212374
31,-1.200668,-0.97323704,"('evil', 'good')",-0.9150374,-1.2376715,-1.1382877,-1.1385921,-1.0846643,-1.1165002,0.0318359
73,1.165196,1.3822744,"('helpless', 'self-reliant')",1.3865718,1.263781,-3.5056467,-3.3809814,-0.3179596,-0.2449754,-0.0729842
68,-1.1240133,-1.0249869,"('dependent', 'independent')",-0.83509487,-0.6670451,-1.6249557,-1.7882283,-1.1946879,-1.1600868,-0.0346011
10,-1.120996,-1.492682,"('unsympathetic', 'sympathetic')",-0.49982563,-0.42493233,-0.06417653,-0.25953555,-0.5616661,-0.7257166,0.1640505
45,-1.0601112,-1.2064632,"('incompetent', 'competent')",-0.41222307,-0.36754507,-0.039612856,-0.19831459,-0.5039824,-0.5907743,0.0867919
0,-1.0492722,-1.2257661,"('unsociable', 'sociable')",-0.2841233,-0.23009562,-0.3445304,-0.4060033,-0.5593086,-0.6206217,0.0613131
28,-1.040079,-1.1889226,"('disloyal', 'loyal')",0.14427418,-0.003759645,1.0527754,1.0250708,0.0523235,-0.0558705,0.108194
26,-1.0324132,-1.049388,"('hardhearted', 'benevolent')",1.0453801,0.90636295,1.4632947,1.5723313,0.4920872,0.4764354,0.0156518
41,-0.9729481,-1.1615336,"('unforgiving', 'forgiving')",-0.714426,-0.75696605,0.51932055,0.33930716,-0.3893512,-0.5263975,0.1370463
74,-0.95947915,-1.0582194,"('undedicated', 'dedicated')",-0.032395337,-0.041120373,-0.23967715,-0.26642826,-0.4105172,-0.455256,0.0447388
86,-0.94188803,-1.1488019,"('uninfluential', 'influential')",0.6491381,0.5885648,-0.44546956,-0.6956699,-0.2460732,-0.4186357,0.1725625
80,0.9378525,0.67420447,"('dominated', 'dominating')",0.33443227,0.42448184,-0.110476,-0.2495941,0.3872696,0.2830307,0.1042389
48,-0.91197705,-0.98065984,"('unintelligent', 'intelligent')",0.87303716,0.92743087,-0.35021785,-0.39750764,-0.1297192,-0.1502455,0.0205263
88,-0.9002423,-0.7791498,"('low', 'eminent')",0.24563105,0.13917744,-0.517514,-0.37193444,-0.3907084,-0.3373022,-0.0534062
24,-0.85971516,-0.94399714,"('dishonest', 'honest')",0.6402922,0.59465957,0.7669622,0.7474615,0.1825131,0.132708,0.0498051
54,-0.84348816,-0.5808798,"('incapable', 'capable')",-0.43569186,-0.4354002,0.77089226,0.92157423,-0.1694293,-0.0315686,-0.1378607
66,-0.8307794,-0.9490153,"('inactive', 'active')",-0.6677245,-0.87049353,0.40972936,0.24188356,-0.3629249,-0.5258751,0.1629502
25,-0.82928324,-0.85946554,"('egoistic', 'altruistic')",0.872085,0.67793345,1.3878999,1.487837,0.4769005,0.435435,0.0414655
64,0.82076406,0.5966873,"('shy', 'confident')",0.8218514,0.78340286,-6.208549,-6.277429,-1.5219779,-1.6324463,0.1104684
19,-0.79095,-0.47187355,"('inhospitable', 'hospitable')",-1.0046036,-0.94351214,-0.5933616,-0.3345237,-0.7963051,-0.5833031,-0.213002
40,-0.79090685,-1.2319691,"('stingy', 'generous')",0.3230911,-0.075917415,-2.2631638,-2.5079172,-0.9103265,-1.2719345,0.361608
23,-0.76830065,-0.5509329,"('insincere', 'sincere')",-0.03935596,0.22319019,6.1670284,6.245324,1.7864572,1.9725272,-0.18607
39,0.763017,0.8112956,"('exploitative', 'cooperative')",-0.01124521,0.17764762,0.4446722,0.49862668,0.3988147,0.4958566,-0.0970419
36,-0.749015,-0.6564984,"('hostile', 'amicable')",-0.45019686,-0.9315238,-0.13438274,-0.22343954,-0.4445315,-0.6038206,0.1592891
34,-0.7415881,-0.58345664,"('mean', 'honorable')",0.38784117,0.54275334,5.2802224,5.438934,1.6421585,1.7994102,-0.1572517
79,-0.7322247,-0.5883048,"('wavering', 'unwavering')",-0.45651287,-0.74676025,-0.60900736,-0.54984576,-0.5992483,-0.6283036,0.0290553
51,-0.7265474,-0.7185451,"('uneducated', 'educated')",-0.4164068,-0.24018344,0.37791878,0.30021086,-0.2550118,-0.2195059,-0.0355059
78,-0.6695712,-0.8980266,"('nonresilient', 'resilient')",-0.04248856,-0.09199426,-0.57987636,-0.57526994,-0.4306454,-0.5217636,0.0911182
53,-0.6676318,-0.7722325,"('uncreative', 'creative')",0.72561014,0.7651265,0.32281342,0.35549244,0.1269306,0.1161288,0.0108018
55,-0.61221683,-0.81525856,"('incompetent', 'clever')",-0.345546,-0.17026925,0.21694145,0.109572135,-0.2469405,-0.2919852,0.0450447
35,-0.5997529,-0.5044413,"('corrupt', 'incorrupt')",-0.6300682,-1.0080903,-0.571622,-0.77089524,-0.600481,-0.7611423,0.1606613
56,0.5975216,0.64556706,"('impractical', 'practical')",0.98183,1.3536247,-0.5810604,-0.5756472,0.3327638,0.4745149,-0.1417511
32,-0.59550077,-0.520833,"('unkind', 'kind')",0.11447638,0.36812305,1.077129,1.2313063,0.1987015,0.3595321,-0.1608306
38,-0.59072524,-0.6281359,"('untruthful', 'truthful')",0.43388042,0.3447534,-0.11573787,0.022969328,-0.0908609,-0.0868044,-0.0040565
85,-0.58858985,-0.3846491,"('insignificant', 'prestigious')",0.68628037,0.25631988,-0.5673384,-0.42586404,-0.1565493,-0.1847311,0.0281818
58,-0.57546866,-0.79210293,"('undiscriminating', 'discriminating')",1.011753,0.7424994,0.15788633,-0.06704607,0.1980569,-0.0388832,0.2369401
20,-0.5323741,-0.5927626,"('rough', 'thoughtful')",-0.26100677,-0.23761721,0.51707447,0.3165458,-0.0921021,-0.171278,0.0791759
15,0.50321895,0.71451885,"('boring', 'funny')",0.10304038,0.03665491,0.40152362,0.3129644,0.3359276,0.3547127,-0.0187851
17,-0.4686635,-0.52033865,"('nasty', 'nice')",-1.1000326,-1.0846936,-0.31223285,-0.29064935,-0.6269763,-0.6318939,0.0049176
16,-0.44393802,-0.31662917,"('unpopular', 'popular')",-0.41251543,-0.5218387,-0.08282633,-0.0125844255,-0.3130932,-0.2836841,-0.0294091
