,whirlpool_male,whirlpool_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-3.654631,-3.757948,"('unsympathetic', 'sympathetic')",-0.9434645,-0.49872795,-2.2990477,-2.1283379,-0.1707098
86,-2.6711116,-2.709618,"('uninfluential', 'influential')",-0.35282686,-0.07955362,-1.5119692,-1.3945858,-0.1173834
28,-2.60421,-2.4858274,"('disloyal', 'loyal')",1.139158,1.1343454,-0.7325259,-0.675741,-0.0567849
45,-2.3952808,-2.1413434,"('incompetent', 'competent')",-0.32132253,0.013137091,-1.3583016,-1.0641031,-0.2941985
43,-2.3743823,-2.2497346,"('irresponsible', 'responsible')",0.42692763,0.689346,-0.9737273,-0.7801943,-0.193533
24,-2.1419437,-2.2268293,"('dishonest', 'honest')",0.94378,0.80246836,-0.5990819,-0.7121805,0.1130986
81,-2.13766,-1.904059,"('submissive', 'aggressive')",-1.1532702,-0.7544992,-1.6454651,-1.3292792,-0.3161859
13,-2.010875,-2.0184774,"('impolite', 'polite')",-0.7659682,-0.39330262,-1.3884215,-1.2058901,-0.1825314
11,-1.9525281,-2.010045,"('unhelpful', 'helpful')",1.7248833,2.0189433,-0.1138224,0.0044491,-0.1182715
12,-1.8440167,-2.0414724,"('unsupportive', 'supportive')",-1.7567694,-1.7694286,-1.8003931,-1.9054506,0.1050575
57,-1.8248391,-1.5537727,"('unimaginative', 'imaginative')",-3.440487,-3.0945282,-2.632663,-2.3241506,-0.3085124
30,-1.7756,-1.6340035,"('intolerant', 'tolerant')",0.5769806,0.7041022,-0.5993097,-0.4649507,-0.134359
70,-1.6837732,-1.8235009,"('lethargic', 'energetic')",-0.22599503,0.05024425,-0.9548841,-0.8866283,-0.0682558
46,-1.6646212,-1.8403506,"('uncompetitive', 'competitive')",-0.8930844,-0.80549437,-1.2788528,-1.3229225,0.0440697
55,-1.6484878,-1.9264911,"('incompetent', 'clever')",0.5940303,0.40622303,-0.5272287,-0.760134,0.2329053
23,-1.6413236,-1.9753579,"('insincere', 'sincere')",6.517573,6.4129615,2.4381247,2.2188017,0.219323
35,1.5969504,1.7277,"('corrupt', 'incorrupt')",-0.37021467,-0.6250507,0.6133679,0.5513246,0.0620433
62,-1.5659323,-1.6985326,"('incompetent', 'brilliant')",0.56995666,0.6330699,-0.4979878,-0.5327314,0.0347436
38,-1.4999186,-1.4265641,"('untruthful', 'truthful')",-0.12845397,-0.04653838,-0.8141863,-0.7365512,-0.0776351
7,-1.3777766,-1.6024976,"('insensitive', 'sensitive')",0.7098109,0.6363126,-0.3339829,-0.4830925,0.1491096
69,1.3607187,1.5618457,"('lazy', 'industrious')",-0.9158033,-1.1325634,0.2224577,0.2146412,0.0078165
0,-1.3428746,-1.7980243,"('unsociable', 'sociable')",-0.016179467,-0.028243748,-0.679527,-0.913134,0.233607
22,-1.3002992,-1.1243665,"('untrustworthy', 'trustworthy')",-0.81974065,-0.7090235,-1.06002,-0.916695,-0.143325
63,-1.2951729,-1.4341342,"('unperceptive', 'insightful')",0.7603729,0.8090293,-0.2674,-0.3125525,0.0451525
60,-1.2867182,-1.777521,"('inefficient', 'efficient')",0.08907856,0.17236139,-0.5988199,-0.8025798,0.2037599
21,-1.2838179,-1.7699085,"('immoral', 'moral')",-0.5791626,-0.42862988,-0.9314902,-1.0992692,0.167779
9,-1.2198488,-1.195815,"('unaffectionate', 'caring')",1.8233368,1.5271461,0.301744,0.1656656,0.1360784
85,1.2083724,1.154521,"('insignificant', 'prestigious')",-0.15707122,-0.46741402,0.5256506,0.3435535,0.1820971
41,-1.1853805,-1.2329707,"('unforgiving', 'forgiving')",-0.3843443,-0.14222583,-0.7848624,-0.6875983,-0.0972641
