,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,male-female
10,-2.162395,-1.5512073,"('unsympathetic', 'sympathetic')",-0.34915155,-0.048808925,0.48260844,0.43035805,-0.6763128,-0.3898861,-0.2864267
86,-1.8453679,-1.6054324,"('uninfluential', 'influential')",-0.047756385,0.011855796,0.107474335,0.14192238,-0.5952167,-0.4838847,-0.111332
0,-1.7232769,-1.496198,"('unsociable', 'sociable')",0.80410683,0.93086004,0.14508124,-0.034380745,-0.2580296,-0.1999062,-0.0581234
45,-1.6942488,-1.1339251,"('incompetent', 'competent')",0.53180534,0.7739849,-0.22569802,-0.18932512,-0.4627138,-0.1830884,-0.2796254
23,-1.680036,-1.5182999,"('insincere', 'sincere')",0.31478474,0.44147334,7.0658054,6.713099,1.9001848,1.8787575,0.0214273
57,-1.5270836,-1.0553685,"('unimaginative', 'imaginative')",-0.13335685,0.08204235,-3.014709,-2.8580189,-1.5583831,-1.277115,-0.2812681
73,1.486683,1.3993642,"('helpless', 'self-reliant')",1.287866,1.1517268,-4.1711802,-4.0183396,-0.4655437,-0.4890828,0.0235391
43,-1.36601,-0.9332789,"('irresponsible', 'responsible')",0.3182807,0.67969203,0.882642,1.0056947,-0.0550291,0.2507026,-0.3057317
9,-1.3082502,-1.3062502,"('unaffectionate', 'caring')",-0.40101093,-0.5734819,1.0320048,0.89733225,-0.2257521,-0.3274666,0.1017145
53,-1.2164607,-1.2474071,"('uncreative', 'creative')",-0.62180954,-0.6496828,0.9827609,0.87184644,-0.2851698,-0.3417478,0.056578
65,-1.1666106,-0.9479699,"('insecure', 'secure')",0.50701886,0.7349466,0.42951822,0.36821577,-0.0766912,0.0517308,-0.128422
77,-1.0897465,-1.0311005,"('unmotivated', 'motivated')",0.33145052,0.2916847,-0.4011537,-0.3851667,-0.3864832,-0.3748608,-0.0116224
35,1.0843421,0.55752504,"('corrupt', 'incorrupt')",-1.9060225,-2.25608,-1.3011118,-1.1904377,-0.7075974,-0.9629975,0.2554001
11,-1.0047938,-0.6890382,"('unhelpful', 'helpful')",0.9599757,1.171206,2.3360279,2.195924,0.7637366,0.8926973,-0.1289607
1,-1.0016192,-1.1264323,"('unfriendly', 'friendly')",-0.6105104,-0.6809595,1.0933026,1.0520235,-0.1729424,-0.2517895,0.0788471
28,-0.9765396,-1.1631055,"('disloyal', 'loyal')",0.11797507,-0.0944764,0.64916635,0.41684583,-0.0697994,-0.2802454,0.210446
87,-0.9602027,-0.88597524,"('unsuccessful', 'successful')",1.3022057,1.1420978,1.0433604,1.0326507,0.4617878,0.4295911,0.0321967
24,-0.918686,-0.69591105,"('dishonest', 'honest')",-0.06709337,0.03187256,1.3675756,1.3334864,0.1272654,0.2231493,-0.0958839
61,-0.90294707,-0.68624085,"('illogical', 'logical')",0.3763235,0.45465106,0.77213407,0.7000863,0.0818368,0.1561655,-0.0743287
75,0.8989769,0.8749908,"('meek', 'impulsive')",-1.2568353,-1.1424959,-0.3902145,-0.13889784,-0.2493576,-0.1354676,-0.11389
7,-0.886941,-0.7394263,"('insensitive', 'sensitive')",0.34634385,0.476536,0.8936996,0.80914855,0.1177008,0.1820861,-0.0643853
70,-0.8701965,-0.43424368,"('lethargic', 'energetic')",0.5974484,1.0474961,1.1292958,1.0219508,0.2855159,0.5450677,-0.2595518
66,-0.85749966,-0.88669986,"('inactive', 'active')",-1.5672196,-1.5549898,0.14757669,0.15515262,-0.7590475,-0.7621791,0.0031316
55,-0.81803477,-0.4968467,"('incompetent', 'clever')",1.3498651,1.6113394,0.42359668,0.24450082,0.3184757,0.4529978,-0.1345221
81,-0.80018103,-0.46335965,"('submissive', 'aggressive')",1.6421738,1.9043406,0.4165037,0.47106314,0.4194988,0.637348,-0.2178492
12,-0.7927589,-0.505866,"('unsupportive', 'supportive')",0.31534123,0.3621386,-1.8219697,-1.8037009,-0.7664625,-0.6491428,-0.1173197
63,-0.7923837,-0.48766524,"('unperceptive', 'insightful')",0.7097335,0.78315985,1.6891296,1.5612091,0.5354931,0.6189013,-0.0834082
4,0.7908131,0.76138014,"('disliked', 'liked')",-0.24626106,-0.39756688,-7.394395,-7.102718,-2.283281,-2.2463015,-0.0369795
19,-0.7727514,-0.7721357,"('inhospitable', 'hospitable')",-1.1801853,-1.2172929,-0.5163053,-0.33259305,-0.8230807,-0.7740072,-0.0490735
3,-0.7456076,-0.40386182,"('repellent', 'pleasant')",1.3248262,1.5104034,0.8656609,0.75852513,0.4816265,0.6216889,-0.1400624
48,-0.7450288,-0.6757916,"('unintelligent', 'intelligent')",1.1029606,1.0129533,0.78097695,0.71552956,0.3796362,0.3508971,0.0287391
62,-0.74038047,-0.45706204,"('incompetent', 'brilliant')",2.091058,2.199823,1.1590421,1.0462892,0.8365732,0.9296834,-0.0931102
56,-0.7301924,-0.28616527,"('impractical', 'practical')",1.7648861,2.0795853,0.98486394,0.9750334,0.6731859,0.9228179,-0.249632
13,-0.7298156,-0.2589519,"('impolite', 'polite')",0.2357359,0.5442553,0.1085628,0.06421759,-0.1285056,0.116507,-0.2450126
2,0.71266454,0.800376,"('unlikable', 'likable')",1.1970755,1.3023317,1.0635134,1.2482449,0.9910844,1.1169842,-0.1258998
31,-0.7058306,-0.66359735,"('evil', 'good')",-1.4471197,-1.6364126,-2.1194704,-1.9033818,-1.4241403,-1.4011307,-0.0230096
47,-0.7038851,-0.60873175,"('stupid', 'smart')",0.38527542,0.45615667,5.8183856,5.5882587,1.8332586,1.8118946,0.021364
84,0.701411,0.40277922,"('inferior', 'superior')",0.5757017,0.25106406,0.50998724,0.37473923,0.5957,0.3428609,0.2528391
14,-0.66933507,-0.34747583,"('antisocial', 'social')",1.6760727,1.9655803,-0.013675045,-0.050741926,0.3310209,0.5224542,-0.1914333
30,-0.65793306,-0.3096234,"('intolerant', 'tolerant')",1.535173,1.7605901,0.97954506,0.97229797,0.6189284,0.8077549,-0.1888265
42,0.6496307,0.945766,"('unreliable', 'reliable')",1.0341043,1.2834141,-2.6411934,-2.5894504,-0.3191528,-0.1200901,-0.1990627
46,-0.6439438,-0.24492618,"('uncompetitive', 'competitive')",0.49428713,0.75965834,0.06577554,-0.006387405,-0.0279604,0.1694482,-0.1974086
21,-0.6179002,-0.25693256,"('immoral', 'moral')",1.4203821,1.6276767,0.3597872,0.39325625,0.387423,0.5880001,-0.2005771
50,0.6121744,0.36159435,"('clumsy', 'skillful')",-0.54016584,-0.58551246,0.40760463,0.2459448,0.1598711,0.0073422,0.1525289
59,0.60617363,0.19543418,"('foolish', 'wise')",-0.86191154,-1.2081364,-0.16760263,-0.31441262,-0.1411135,-0.4423716,0.3012581
80,-0.57657856,-0.2678159,"('dominated', 'dominating')",0.5784475,0.8001861,-0.65697503,-0.6064566,-0.2183687,-0.0246955,-0.1936732
60,-0.5712308,-0.24477904,"('inefficient', 'efficient')",1.9771857,2.1932604,1.0134053,0.8136228,0.8064534,0.9207014,-0.114248
85,0.56614727,0.4291778,"('insignificant', 'prestigious')",-1.6472304,-1.7712048,-0.5829937,-0.37474602,-0.5546923,-0.5722577,0.0175654
69,0.5497796,0.12807547,"('lazy', 'industrious')",0.40185934,0.062420167,-1.4386708,-1.4476172,-0.1623439,-0.4190405,0.2566966
88,-0.5410126,-0.41196588,"('low', 'eminent')",-0.42385504,-0.14719781,0.05212771,0.030643998,-0.3042466,-0.1761732,-0.1280734
32,-0.5398473,-0.33320633,"('unkind', 'kind')",0.92576957,1.1263629,1.3439988,1.3261535,0.5766404,0.7064367,-0.1297963
34,-0.53079635,-0.47447813,"('mean', 'honorable')",0.61098367,0.5956411,6.031365,5.914858,2.0371841,2.0120069,0.0251772
79,-0.52185,-0.4622592,"('wavering', 'unwavering')",-2.256324,-2.328398,-0.14801714,0.009192222,-0.975397,-0.927155,-0.048242
17,-0.5197694,-0.3765787,"('nasty', 'nice')",-0.045413107,-0.08726108,-1.104155,-1.042543,-0.5564458,-0.5021276,-0.0543182
29,-0.51726145,-0.5613491,"('unfair', 'fair')",-0.16581519,-0.23434064,-0.4472196,-0.4282911,-0.3767654,-0.4079936,0.0312282
38,-0.51449513,-0.29524267,"('untruthful', 'truthful')",-0.5527523,-0.4871752,1.2834399,1.315292,0.0720642,0.1776247,-0.1055605
58,-0.5056546,-0.3924285,"('undiscriminating', 'discriminating')",0.41903415,0.3355579,-0.77207613,-0.7800816,-0.2862322,-0.2789841,-0.0072481
67,0.48656473,0.3638186,"('doubtful', 'determined')",0.33586806,0.36301303,0.12658352,0.058415588,0.3163388,0.2617491,0.0545897
44,0.46905035,0.3741328,"('prejudiced', 'unprejudiced')",-0.36710867,-0.19188285,-1.2422279,-1.1219372,-0.3800954,-0.3132291,-0.0668663
51,-0.42633846,-0.22289145,"('uneducated', 'educated')",0.7730584,0.8993585,1.4293627,1.34786,0.5920275,0.6747757,-0.0827482
39,-0.3511507,-0.31796056,"('exploitative', 'cooperative')",1.1983085,1.2635212,-0.45107824,-0.409979,0.1320265,0.1785272,-0.0465007
41,-0.34132984,-0.06389386,"('unforgiving', 'forgiving')",0.29179886,0.4856822,0.2309766,0.23604593,0.0604819,0.2192781,-0.1587962
74,-0.31818917,-0.06276101,"('undedicated', 'dedicated')",0.43375716,0.56237483,-0.067853145,-0.03323043,0.0159049,0.1554611,-0.1395562
72,0.3114272,0.29351714,"('unambitious', 'ambitious')",-0.1997464,-0.25747246,0.047784623,0.1496614,0.0531551,0.061902,-0.0087469
15,0.2775604,0.3647254,"('boring', 'funny')",0.081299834,0.13166487,0.40351558,0.5286503,0.2541253,0.3416802,-0.0875549
83,-0.26593283,-0.09047826,"('powerless', 'powerful')",-0.025812823,0.06724727,-0.9871235,-0.9141658,-0.4262897,-0.3124656,-0.1138241
54,-0.25229797,-0.559341,"('incapable', 'capable')",-0.19751382,-0.27073804,1.6213107,1.6579785,0.3904996,0.2759665,0.1145331
78,-0.25164646,-0.27935478,"('nonresilient', 'resilient')",0.15723473,-0.006770415,0.28397644,0.1562849,0.0631882,-0.0432801,0.1064683
20,-0.24285062,-0.23304749,"('rough', 'thoughtful')",0.7334446,0.85694283,0.19229513,0.20624375,0.2276297,0.276713,-0.0490833
64,-0.2347788,-0.1103147,"('shy', 'confident')",1.0373794,1.0306898,-6.0067782,-5.9700994,-1.734726,-1.6832415,-0.0514845
16,-0.190481,-0.13973832,"('unpopular', 'popular')",-0.65763396,-0.7797983,0.4305334,0.5200942,-0.1391939,-0.1331475,-0.0060464
37,-0.17707202,-0.18414976,"('fake', 'genuine')",-0.29143253,-0.16330965,0.033223964,-0.085389934,-0.1450935,-0.1442831,-0.0008104
82,-0.17099354,-0.14310382,"('poor', 'rich')",0.29586282,0.39848512,6.711406,6.5615134,2.2787585,2.2722982,0.0064603
33,-0.16623825,-0.21972242,"('wrong', 'right')",-0.16569613,-0.17378019,-0.31600937,-0.36361137,-0.2159812,-0.2523713,0.0363901
49,0.15066622,-0.13198072,"('unable', 'able')",0.51836824,0.28021875,0.40742642,0.24423116,0.3588203,0.1308231,0.2279972
22,-0.12633356,0.11107469,"('untrustworthy', 'trustworthy')",0.54984075,0.62707657,-0.6333229,-0.6334834,-0.0699386,0.0348893,-0.1048279
76,-0.10963079,0.2885408,"('anxious', 'daring')",0.4425739,0.8222972,0.4366868,0.55926883,0.2565433,0.5567023,-0.300159
68,0.10889309,-0.13220853,"('dependent', 'independent')",-0.029020496,-0.3157454,-0.3721892,-0.51813114,-0.0974389,-0.3220284,0.2245895
36,-0.096489474,-0.3422526,"('hostile', 'amicable')",-2.1813955,-2.3719296,-1.1177508,-1.1189568,-1.1318785,-1.2777131,0.1458346
71,-0.09118828,-0.269235,"('diffident', 'self-confident')",0.36554915,0.17558847,-0.13355295,0.0013913419,0.046936,-0.0307517,0.0776877
8,-0.08045988,-0.26374623,"('unaffectionate', 'affectionate')",-1.4158503,-1.4708562,0.532979,0.4930753,-0.3211104,-0.4138424,0.092732
5,0.077190734,-0.073444024,"('distant', 'outgoing')",-1.4038458,-1.593638,-0.8176821,-0.8901622,-0.7147791,-0.8524148,0.1376357
6,0.054890126,-0.037759036,"('distant', 'open')",-2.4304588,-2.5602393,-0.6713637,-0.69991827,-1.0156441,-1.0993056,0.0836615
25,-0.041093424,-0.20541318,"('egoistic', 'altruistic')",0.14623767,0.09346175,0.41354018,0.55826914,0.1728948,0.1487726,0.0241222
52,-0.034880023,-0.26303297,"('irrational', 'rational')",-1.7480179,-1.9602981,0.2413708,0.22724028,-0.5138424,-0.6653636,0.1515212
27,-0.030488227,-0.0802854,"('hardhearted', 'softhearted')",-0.37910265,-0.34407735,1.1300533,0.95681757,0.2401541,0.1774849,0.0626692
40,0.027604599,0.060405303,"('stingy', 'generous')",0.278091,0.16576673,-1.763947,-1.7609526,-0.4860838,-0.5115935,0.0255097
26,-0.027381338,-0.013883743,"('hardhearted', 'benevolent')",1.0088406,1.1693237,0.30288142,0.4107334,0.4281135,0.5220578,-0.0939443
18,-0.0012959223,-0.050607186,"('disagreeable', 'welcoming')",-0.24399063,-0.19282542,-0.45604077,-0.36748335,-0.2337758,-0.2036387,-0.0301371
