,fluor_male,fluor_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.7717756,-2.1722894,"('uninfluential', 'influential')",-0.14605108,-0.2917019,-0.9589133,-1.2319956,0.2730823
45,-1.5499542,-1.4045027,"('incompetent', 'competent')",-0.02720017,0.1897133,-0.7885772,-0.6073947,-0.1811825
19,-1.4854424,-1.2070045,"('inhospitable', 'hospitable')",-0.71321255,-0.60639304,-1.0993274,-0.9066988,-0.1926286
53,-1.3420804,-1.4182631,"('uncreative', 'creative')",0.13947277,0.14707577,-0.6013038,-0.6355937,0.0342899
24,-1.2968093,-1.4331255,"('dishonest', 'honest')",0.74589574,0.71044236,-0.2754568,-0.3613416,0.0858848
51,-1.2579293,-1.1458415,"('uneducated', 'educated')",0.24965033,0.571296,-0.5041395,-0.2872728,-0.2168667
57,-1.2538915,-1.6285093,"('unimaginative', 'imaginative')",-3.195013,-3.2896826,-2.2244523,-2.459096,0.2346437
10,-1.21211,-1.5940946,"('unsympathetic', 'sympathetic')",-0.15659972,-0.10233305,-0.6843549,-0.8482139,0.163859
43,-1.157408,-1.2565542,"('irresponsible', 'responsible')",0.34837896,0.37886783,-0.4045145,-0.4388432,0.0343287
28,-1.1188029,-1.3737576,"('disloyal', 'loyal')",1.3272387,1.2314799,0.1042179,-0.0711389,0.1753568
70,-1.0903264,-0.57958674,"('lethargic', 'energetic')",0.03357178,0.5743196,-0.5283773,-0.0026336,-0.5257437
38,-1.0877978,-1.1640365,"('untruthful', 'truthful')",-0.4141863,-0.3630555,-0.7509921,-0.763546,0.0125539
63,-1.0775926,-0.6344262,"('unperceptive', 'insightful')",0.15664896,0.72513616,-0.4604718,0.045355,-0.5058268
55,-0.995835,-0.96172595,"('incompetent', 'clever')",0.57138693,0.8912822,-0.212224,-0.0352219,-0.1770021
8,-0.99538124,-1.128985,"('unaffectionate', 'affectionate')",0.98977625,0.7467842,-0.0028025,-0.1911004,0.1882979
9,-0.97092205,-1.1206769,"('unaffectionate', 'caring')",1.4326808,1.2568469,0.2308794,0.068085,0.1627944
18,-0.95877165,-1.0367267,"('disagreeable', 'welcoming')",-0.42164493,-0.5076846,-0.6902083,-0.7722057,0.0819974
73,0.9382147,1.2086446,"('helpless', 'self-reliant')",-3.2817204,-2.8633466,-1.1717528,-0.827351,-0.3444018
13,-0.9035531,-1.1162268,"('impolite', 'polite')",-0.7478053,-0.52889955,-0.8256792,-0.8225632,-0.003116
22,-0.89230174,-0.8805414,"('untrustworthy', 'trustworthy')",-0.9886425,-0.8467111,-0.9404721,-0.8636262,-0.0768459
69,0.8900801,0.87508327,"('lazy', 'industrious')",-0.8109175,-1.3478376,0.0395813,-0.2363771,0.2759584
11,-0.87542737,-0.83238596,"('unhelpful', 'helpful')",1.463221,1.8742973,0.2938968,0.5209557,-0.2270589
64,-0.8732763,-0.9993302,"('shy', 'confident')",-6.769995,-6.8109894,-3.8216357,-3.9051597,0.083524
54,-0.81377155,-0.8472676,"('incapable', 'capable')",0.8044273,0.9417366,-0.0046721,0.0472345,-0.0519066
0,-0.7871852,-1.5325258,"('unsociable', 'sociable')",-0.017981876,-0.14889684,-0.4025835,-0.8407113,0.4381278
46,-0.75735146,-0.62449753,"('uncompetitive', 'competitive')",-0.9761849,-0.5284391,-0.8667682,-0.5764683,-0.2902999
77,-0.7361199,-0.68613327,"('unmotivated', 'motivated')",-1.1833197,-0.8570241,-0.9597198,-0.7715787,-0.1881411
48,-0.7110713,-0.57394814,"('unintelligent', 'intelligent')",0.68708575,0.9255053,-0.0119928,0.1757786,-0.1877714
58,0.7041254,0.6103293,"('undiscriminating', 'discriminating')",0.1291024,0.023269026,0.4166139,0.3167991,0.0998148
82,-0.697998,-0.5342459,"('poor', 'rich')",6.530362,6.9931073,2.916182,3.2294307,-0.3132487
84,0.6963467,0.6666038,"('inferior', 'superior')",0.5061593,0.80979985,0.601253,0.7382019,-0.1369489
6,-0.69257635,-0.7429493,"('distant', 'open')",-0.49436358,-0.91373897,-0.59347,-0.8283441,0.2348741
88,-0.6361837,-0.8373663,"('low', 'eminent')",-0.27671072,-0.3821439,-0.4564472,-0.6097551,0.1533079
60,-0.63568753,-0.6596405,"('inefficient', 'efficient')",0.004186552,0.5435993,-0.3157505,-0.0580206,-0.2577299
23,-0.61983305,-0.78547835,"('insincere', 'sincere')",6.211551,6.5458717,2.7958591,2.8801966,-0.0843375
68,-0.6014582,-0.3376053,"('dependent', 'independent')",-0.90543795,-0.5109717,-0.7534481,-0.4242885,-0.3291596
3,-0.58854854,-0.6976586,"('repellent', 'pleasant')",1.127611,1.051816,0.2695312,0.1770787,0.0924525
12,-0.57863337,-0.32876408,"('unsupportive', 'supportive')",-2.0191379,-1.856665,-1.2988856,-1.0927145,-0.2061711
29,-0.55429363,-0.652752,"('unfair', 'fair')",-0.55949926,-0.7522165,-0.5568964,-0.7024843,0.1455879
1,-0.54040307,-0.8037839,"('unfriendly', 'friendly')",1.311516,0.9696027,0.3855565,0.0829094,0.3026471
27,0.5367578,0.79392934,"('hardhearted', 'softhearted')",1.2349448,1.278318,0.8858513,1.0361238,-0.1502725
35,0.53428674,0.60432273,"('corrupt', 'incorrupt')",-0.51554847,-0.8854224,0.0093691,-0.1405498,0.1499189
2,0.53097117,0.42977175,"('unlikable', 'likable')",0.58918893,0.26759318,0.5600801,0.3486825,0.2113976
30,-0.52023387,-0.73718977,"('intolerant', 'tolerant')",0.75770706,0.6649274,0.1187366,-0.0361312,0.1548678
71,-0.5192039,-0.35827655,"('diffident', 'self-confident')",0.22779763,0.14673455,-0.1457031,-0.105771,-0.0399321
25,0.46464404,0.25174165,"('egoistic', 'altruistic')",1.5169315,1.2087882,0.9907878,0.7302649,0.2605229
17,-0.45898968,-0.56450677,"('nasty', 'nice')",-0.67119145,-0.92527115,-0.5650905,-0.744889,0.1797985
7,-0.45857912,-0.2075281,"('insensitive', 'sensitive')",0.62406564,0.8768904,0.0827433,0.3346812,-0.2519379
33,0.45851642,0.4147635,"('wrong', 'right')",-0.6680034,-0.8458637,-0.1047435,-0.2155501,0.1108066
40,-0.4572084,-0.20949689,"('stingy', 'generous')",-1.7890637,-1.8701174,-1.123136,-1.0398072,-0.0833288
52,-0.42077583,-0.6349573,"('irrational', 'rational')",-0.07169524,-0.2845262,-0.2462355,-0.4597418,0.2135063
81,-0.41644576,-0.46898893,"('submissive', 'aggressive')",-0.6019805,-0.3333832,-0.5092131,-0.401186,-0.1080271
61,-0.40373707,-0.85814905,"('illogical', 'logical')",0.6625246,0.38392562,0.1293938,-0.2371117,0.3665055
32,-0.39387378,-0.8355967,"('unkind', 'kind')",1.1198622,0.70573926,0.3629942,-0.0649287,0.4279229
21,-0.37818673,-0.62786794,"('immoral', 'moral')",-0.18793856,0.032052137,-0.2830626,-0.2979079,0.0148453
42,-0.37416047,-0.3482414,"('unreliable', 'reliable')",-3.6274703,-3.3156383,-2.0008154,-1.8319398,-0.1688756
39,0.35401535,0.19719836,"('exploitative', 'cooperative')",0.34715158,0.18329531,0.3505835,0.1902468,0.1603367
62,-0.3403852,0.16252704,"('incompetent', 'brilliant')",0.3674856,1.1145083,0.0135502,0.6385177,-0.6249675
5,-0.31712538,-0.22500058,"('distant', 'outgoing')",-0.6445899,-0.90305376,-0.4808576,-0.5640272,0.0831696
36,-0.2961756,-0.7658868,"('hostile', 'amicable')",-0.117353365,-0.8143109,-0.2067645,-0.7900988,0.5833343
67,0.29257852,0.23886038,"('doubtful', 'determined')",-0.7230967,-1.0367367,-0.2152591,-0.3989382,0.1836791
66,-0.28916025,-0.4675141,"('inactive', 'active')",0.006792698,-0.32041675,-0.1411838,-0.3939654,0.2527816
4,-0.28579685,0.17824197,"('disliked', 'liked')",-7.4514713,-7.475845,-3.868634,-3.6488013,-0.2198327
49,-0.2847123,0.0010449812,"('unable', 'able')",-0.3600657,0.1082034,-0.322389,0.0546242,-0.3770132
85,0.2782101,0.18250227,"('insignificant', 'prestigious')",-0.15576163,-0.76875526,0.0612242,-0.2931265,0.3543507
26,0.27336556,-0.30191597,"('hardhearted', 'benevolent')",1.6971476,1.1414366,0.9852566,0.4197603,0.5654963
31,-0.2585915,-0.25853282,"('evil', 'good')",-0.86473244,-1.4123267,-0.561662,-0.8354298,0.2737678
16,-0.24832082,-0.2679395,"('unpopular', 'popular')",0.22707734,0.031329997,-0.0106217,-0.1183048,0.1076831
