,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,male-female
60,2.374281,2.2540824,"('inefficient', 'efficient')",3.515776,3.9558864,0.35354686,0.21160604,2.0812012,2.1405249,-0.0593237
14,2.1724954,2.1511104,"('antisocial', 'social')",2.533564,2.7182431,0.47788504,0.3372865,1.7279816,1.7355466,-0.007565
39,2.0146484,1.8309989,"('exploitative', 'cooperative')",1.7221228,1.7909269,0.40402585,0.35520992,1.3802657,1.3257119,0.0545538
61,2.0019486,1.8048844,"('illogical', 'logical')",2.3738034,2.1631596,0.34378043,0.19890605,1.5731775,1.3889834,0.1841941
43,1.9968725,1.8863593,"('irresponsible', 'responsible')",1.8101754,2.2607439,1.2439388,1.1881138,1.6836623,1.7784057,-0.0947434
8,-1.7860152,-1.8326224,"('unaffectionate', 'affectionate')",-1.7363149,-2.2129438,1.1256844,1.017972,-0.7988818,-1.009198,0.2103162
35,-1.7613553,-1.76101,"('corrupt', 'incorrupt')",-2.7954707,-3.2848387,-0.44531223,-0.48197865,-1.6673794,-1.8426091,0.1752297
71,1.7144521,1.6142827,"('diffident', 'self-confident')",1.5716105,1.1516337,0.38011482,0.28939325,1.2220592,1.0184365,0.2036227
6,-1.7102627,-1.6306341,"('distant', 'open')",-1.0302793,-1.1427125,0.14443102,0.22707295,-0.8653703,-0.8487578,-0.0166125
21,1.7072332,1.6273967,"('immoral', 'moral')",1.2204055,1.6999925,-0.5240655,-0.5629477,0.801191,0.9214805,-0.1202895
56,1.5682191,1.5868007,"('impractical', 'practical')",1.4748956,1.8439704,0.29480016,0.28108752,1.1126383,1.2372862,-0.1246479
36,-1.4962587,-1.7103747,"('hostile', 'amicable')",-1.5390719,-2.1397274,0.2134946,0.07260815,-0.9406121,-1.2591646,0.3185525
31,-1.444054,-1.2582481,"('evil', 'good')",-2.3276565,-2.914072,-0.67722636,-0.68578815,-1.482979,-1.6193695,0.1363905
62,1.3507986,1.4235251,"('incompetent', 'brilliant')",2.4505248,2.8273485,0.37470156,0.308278,1.3920083,1.5197172,-0.1277089
70,1.3136662,1.3810788,"('lethargic', 'energetic')",2.707985,3.1497734,1.2574085,1.2823737,1.7596866,1.9377419,-0.1780553
72,1.289738,1.358909,"('unambitious', 'ambitious')",-0.18119426,-0.04958347,0.22762318,0.22201927,0.445389,0.5104483,-0.0650593
24,1.2652183,1.231078,"('dishonest', 'honest')",1.0605013,1.246627,0.43129358,0.47281557,0.9190044,0.9835068,-0.0645024
65,1.2438192,1.0457675,"('insecure', 'secure')",2.3764484,2.6739945,0.830102,0.7611448,1.4834566,1.4936357,-0.0101791
75,-1.2137132,-1.0968381,"('meek', 'impulsive')",-0.46801335,-0.8089022,-0.4320196,-0.3654456,-0.7045821,-0.757062,0.0524799
11,1.1946089,1.0245578,"('unhelpful', 'helpful')",1.676116,1.8546103,2.123463,1.9849656,1.6647293,1.6213779,0.0433514
13,1.192741,1.1075608,"('impolite', 'polite')",1.7878256,2.1760387,0.10681777,-0.013423871,1.0291281,1.0900585,-0.0609304
17,-1.1826404,-1.2017041,"('nasty', 'nice')",-0.81028855,-0.9087388,-0.19293872,-0.25835124,-0.7286226,-0.7895981,0.0609755
5,-1.1744822,-1.0598931,"('distant', 'outgoing')",-1.2900802,-1.5050157,-0.062156647,0.019742709,-0.8422397,-0.8483888,0.0061491
16,-1.1497988,-1.3341348,"('unpopular', 'popular')",-0.060037047,-0.098004706,-0.01465252,-0.031051975,-0.4081628,-0.4877305,0.0795677
66,-1.1392024,-1.0741531,"('inactive', 'active')",-0.79498225,-0.6962424,0.9376466,0.77577436,-0.3321793,-0.3315404,-0.0006389
22,1.1386914,1.1126814,"('untrustworthy', 'trustworthy')",1.8695015,1.9523419,0.378354,0.22192886,1.128849,1.0956508,0.0331982
30,1.1216991,1.2787446,"('intolerant', 'tolerant')",2.258471,2.241303,1.1418296,1.1150889,1.5073333,1.5450455,-0.0377122
81,1.107643,1.0591019,"('submissive', 'aggressive')",2.3686743,2.9342487,-0.4804369,-0.49786535,0.9986269,1.1651617,-0.1665348
7,1.0733631,1.07074,"('insensitive', 'sensitive')",2.054766,2.4928274,1.0460097,0.9228627,1.3913795,1.4954767,-0.1040972
85,-1.0439657,-1.0859281,"('insignificant', 'prestigious')",-1.6580391,-2.0806031,-0.17475647,-0.16134366,-0.9589205,-1.1092916,0.1503711
73,1.0138428,1.013413,"('helpless', 'self-reliant')",0.26510817,0.1479621,-2.556405,-2.4605849,-0.425818,-0.4330699,0.0072519
4,-0.9626135,-0.89529043,"('disliked', 'liked')",-1.2533005,-1.3565732,-4.7014666,-4.8479023,-2.3057934,-2.3665886,0.0607952
74,0.9279224,0.97161436,"('undedicated', 'dedicated')",0.82733023,1.0577776,0.1974078,0.17955422,0.6508868,0.7363154,-0.0854286
