,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.7323829,-1.1086096,"('unsympathetic', 'sympathetic')",-4.16453,-4.0198364,-3.1199043,-2.9955366,-0.7298127,-0.54386836,-0.45696503,-0.2176644,-2.040719,-1.777103,-0.263616
79,-1.4874078,-2.0563724,"('wavering', 'unwavering')",2.632484,2.436027,0.7330785,0.6960472,-0.4169486,-0.5368665,-0.08908832,-0.12406409,0.2744236,0.0829543,0.1914693
85,-1.4789119,-2.4102616,"('insignificant', 'prestigious')",2.3752837,1.9420362,2.160086,1.7803446,0.93253195,0.43442142,0.8678651,0.34117752,0.971371,0.4175436,0.5538274
4,-1.3933924,-1.393109,"('disliked', 'liked')",1.3061824,1.3671883,0.04856354,0.0378082,-1.4205302,-1.4236932,-6.674418,-7.0176544,-1.6267189,-1.6858921,0.0591732
16,-1.390308,-1.7228217,"('unpopular', 'popular')",0.43884844,0.30992845,-0.19178407,-0.48928103,-0.46372038,-0.7485205,0.35075176,0.113847494,-0.2512425,-0.5073695,0.256127
8,-1.2589548,-1.681387,"('unaffectionate', 'affectionate')",-0.41502255,-0.8556515,0.47963393,0.45483762,0.62593484,0.45377672,0.76116073,0.49570972,0.0385504,-0.2265429,0.2650933
18,-1.2549064,-1.4716079,"('disagreeable', 'welcoming')",0.7704648,0.6451893,-0.5978544,-0.7611484,-0.3064568,-0.6270388,-0.33697504,-0.56064767,-0.3451456,-0.5550507,0.2099051
28,-1.2253964,-1.3403757,"('disloyal', 'loyal')",-1.6180872,-1.7142427,-1.1201082,-1.1917126,0.17917082,0.051455043,0.6778127,0.6477038,-0.6213216,-0.7094345,0.0881129
41,-1.1998707,-0.985095,"('unforgiving', 'forgiving')",-1.5576361,-1.4655498,-1.7301626,-1.6768166,0.13102216,0.021515729,-0.2477999,-0.49356043,-0.9208895,-0.9199012,-0.0009883
37,1.1624905,1.3320562,"('fake', 'genuine')",0.46112496,0.55946666,0.5704653,0.66612655,-0.3647471,-0.15047556,0.3583947,0.43214998,0.4375457,0.5678648,-0.1303191
50,-1.139008,-1.425453,"('clumsy', 'skillful')",1.4470552,1.5107247,-0.1704529,-0.21956342,-0.8216108,-0.85836023,0.17458473,0.16136272,-0.1018864,-0.1662578,0.0643714
80,1.1134086,1.6704881,"('dominated', 'dominating')",-1.0611882,-0.8279066,-1.1983736,-1.1692642,-0.5643204,-0.49902862,-1.5910418,-1.4695457,-0.6603031,-0.4590514,-0.2012517
58,-1.0455822,-1.1974698,"('undiscriminating', 'discriminating')",-1.2560328,-1.400045,-1.285377,-1.4871491,0.350801,0.2090989,0.4218097,0.1974712,-0.5628763,-0.7356188,0.1727425
38,-1.0441924,-1.0013016,"('untruthful', 'truthful')",-1.247837,-1.3116546,-0.8318881,-0.70286906,-0.23336312,-0.13099065,-0.40869665,-0.3245005,-0.7531955,-0.6942633,-0.0589322
86,-1.018822,-0.6513602,"('uninfluential', 'influential')",-2.849119,-2.8942082,-1.9195427,-2.1238286,0.49523824,0.39444155,-0.2768579,-0.37722003,-1.1138206,-1.1304352,0.0166146
49,-1.0123444,-0.38436365,"('unable', 'able')",0.03005594,0.4491431,0.5093122,0.834135,0.32778743,0.4146638,-0.13031694,0.084824994,-0.0551011,0.2796807,-0.3347818
