,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
81,-3.0910008,-2.859024,"('submissive', 'aggressive')",-0.9383335,-0.9050407,-1.2945261,-1.18721,-1.7746201,-1.650425,-0.1241951
60,-2.8168263,-2.721873,"('inefficient', 'efficient')",-1.5672868,-1.3120095,-0.3167905,-0.093742535,-1.566968,-1.375875,-0.191093
69,2.8108015,2.5918462,"('lazy', 'industrious')",2.4605765,2.182777,-0.9684322,-0.88634527,1.4343154,1.2960925,0.1382229
10,-2.7508214,-2.6553144,"('unsympathetic', 'sympathetic')",-1.0263634,-0.8564437,-0.17437334,-0.116122894,-1.317186,-1.2092937,-0.1078923
46,-2.7113845,-2.6027796,"('uncompetitive', 'competitive')",-1.3055875,-0.9773879,-1.4426113,-1.2749738,-1.8198611,-1.6183804,-0.2014807
0,-2.6518748,-2.6267555,"('unsociable', 'sociable')",-0.75277907,-0.6045348,-0.5627806,-0.5105665,-1.3224781,-1.2472856,-0.0751925
55,-2.5505579,-2.3891563,"('incompetent', 'clever')",-1.0510972,-1.0714158,-0.27609262,-0.10736576,-1.2925825,-1.1893127,-0.1032698
28,-2.5362725,-2.3149202,"('disloyal', 'loyal')",-1.3748347,-0.9717629,0.5590148,0.48579672,-1.1173641,-0.9336288,-0.1837353
35,2.4686868,2.1516438,"('corrupt', 'incorrupt')",1.1644809,0.9447359,-0.37393856,-0.6045272,1.0864097,0.8306175,0.2557922
85,2.404353,2.521416,"('insignificant', 'prestigious')",2.7485962,2.8710072,-0.014615037,-0.10271017,1.7127781,1.7632376,-0.0504595
14,-2.393406,-2.2258506,"('antisocial', 'social')",-0.57840234,-0.23423104,-1.0287381,-0.7810657,-1.3335155,-1.0803824,-0.2531331
48,-2.2901819,-2.4351335,"('unintelligent', 'intelligent')",-0.9887987,-1.203059,-0.15947883,-0.31767845,-1.1461531,-1.3186236,0.1724705
65,-2.1781738,-2.1599624,"('insecure', 'secure')",-1.6986616,-1.6038712,-0.29258686,-0.106234886,-1.3898074,-1.2900228,-0.0997846
33,2.1028345,2.051246,"('wrong', 'right')",1.6289303,1.6633878,-0.15524434,-0.32887194,1.1921735,1.1285872,0.0635863
21,-2.096428,-1.903818,"('immoral', 'moral')",-0.15142235,0.21803093,-1.0442444,-0.9209436,-1.0973649,-0.8689102,-0.2284547
77,-2.0958815,-1.9613143,"('unmotivated', 'motivated')",-0.47282958,-0.35721955,-1.186597,-1.057795,-1.2517694,-1.125443,-0.1263264
62,-2.0304103,-1.7454069,"('incompetent', 'brilliant')",-0.9347758,-0.45106828,-0.43881306,-0.17380792,-1.1346664,-0.7900943,-0.3445721
43,-2.0093305,-1.8115013,"('irresponsible', 'responsible')",-1.2835693,-0.79982966,0.34013355,0.479861,-0.9842555,-0.71049,-0.2737655
36,1.9578562,1.7539703,"('hostile', 'amicable')",2.017591,1.6617173,0.34432152,0.15538982,1.439923,1.1903591,0.2495639
30,-1.9509923,-1.7522895,"('intolerant', 'tolerant')",-0.9225986,-0.56914854,0.13178453,0.2462552,-0.9139355,-0.6917276,-0.2222079
11,-1.8310186,-1.719808,"('unhelpful', 'helpful')",-1.017762,-0.66678464,1.4000722,1.5517827,-0.4829028,-0.27827,-0.2046328
45,-1.7889348,-1.596478,"('incompetent', 'competent')",-0.8350287,-0.5115292,-1.0051713,-0.79323226,-1.2097116,-0.9670798,-0.2426318
13,-1.7754036,-1.6226497,"('impolite', 'polite')",-1.1690451,-0.91192585,-0.7258718,-0.7052954,-1.2234402,-1.0799569,-0.1434833
5,1.7618283,1.7654697,"('distant', 'outgoing')",1.5906669,1.7238411,-0.26657888,-0.26173767,1.0286388,1.0758577,-0.0472189
86,-1.7592703,-1.7313141,"('uninfluential', 'influential')",0.0037079714,0.05897864,-0.569103,-0.53473806,-0.7748884,-0.7356912,-0.0391972
56,-1.7493036,-1.4702505,"('impractical', 'practical')",-0.2589625,0.095896155,-0.62758964,-0.43492097,-0.8786186,-0.6030918,-0.2755268
63,-1.7428288,-1.3486631,"('unperceptive', 'insightful')",-0.18767662,0.44842705,0.043934226,0.1457722,-0.6288571,-0.2514879,-0.3773692
70,-1.7282624,-1.4316877,"('lethargic', 'energetic')",-0.26300153,0.0013072658,0.23798558,0.42196348,-0.5844261,-0.336139,-0.2482871
31,1.6706053,1.7897016,"('evil', 'good')",1.2677535,1.3999338,-0.5478991,-0.63490367,0.7968198,0.8515772,-0.0547574
82,-1.6151669,-1.7932451,"('poor', 'rich')",-2.9749467,-3.0385156,5.0716295,4.904563,0.1605053,0.0242675,0.1362378
23,-1.5967201,-1.335955,"('insincere', 'sincere')",-1.2375532,-0.64728236,5.6066008,5.505188,0.9241091,1.1739836,-0.2498745
80,-1.5403386,-1.3132259,"('dominated', 'dominating')",-1.7282233,-1.4936168,-1.2085835,-1.0703735,-1.4923817,-1.2924054,-0.1999763
57,-1.5403161,-1.236216,"('unimaginative', 'imaginative')",0.6593927,0.73269254,-3.2569745,-3.0080712,-1.3792993,-1.1705315,-0.2087678
3,-1.4235892,-1.2546337,"('repellent', 'pleasant')",-0.32681155,-0.33931875,0.4059146,0.508516,-0.4481621,-0.3618121,-0.08635
71,1.4011108,1.5180129,"('diffident', 'self-confident')",1.7164817,2.0419984,0.76851356,0.8551716,1.2953687,1.4717277,-0.176359
47,-1.3946648,-1.1245962,"('stupid', 'smart')",0.3054379,0.5616229,4.941006,4.995151,1.2839265,1.4773925,-0.193466
79,1.3920487,1.47973,"('wavering', 'unwavering')",1.1708823,1.1828579,-0.268797,-0.4359879,0.7647114,0.7422,0.0225114
6,1.3665835,1.4038209,"('distant', 'open')",1.5538163,1.813105,0.31391102,0.29535642,1.0781035,1.1707608,-0.0926573
19,1.3452818,1.2627745,"('inhospitable', 'hospitable')",0.9085323,0.88573426,-0.15720235,-0.2721538,0.6988707,0.6254516,0.0734191
76,-1.2840298,-0.9727226,"('anxious', 'daring')",-0.9563288,-0.69486856,-0.2469351,-0.18192627,-0.8290979,-0.6165058,-0.2125921
7,-1.2574432,-1.1140354,"('insensitive', 'sensitive')",-0.25131848,0.15172805,0.15479252,0.24935514,-0.451323,-0.2376507,-0.2136723
66,1.2532156,1.327623,"('inactive', 'active')",0.5748815,0.6917583,0.5023721,0.3708411,0.776823,0.7967408,-0.0199178
41,-1.2000734,-0.9332552,"('unforgiving', 'forgiving')",0.308439,0.5982225,0.03724894,0.0897499,-0.2847951,-0.0817609,-0.2030342
22,-1.1939387,-0.93695265,"('untrustworthy', 'trustworthy')",-0.56452894,-0.33348852,-0.92961085,-0.68056273,-0.8960261,-0.6503346,-0.2456915
24,-1.0881426,-0.8118083,"('dishonest', 'honest')",-0.37137228,-0.07293582,0.8681352,0.8592757,-0.1971265,-0.0084895,-0.188637
75,1.0608206,1.0350193,"('meek', 'impulsive')",0.18513094,-0.074276984,-0.5768972,-0.55062944,0.2230181,0.1367043,0.0863138
16,1.0211225,0.97506785,"('unpopular', 'popular')",0.6176866,0.4395386,-0.21902005,-0.28101635,0.473263,0.3778634,0.0953996
72,-1.0117141,-0.97363317,"('unambitious', 'ambitious')",-0.15912053,-0.13986515,0.12846583,0.1504668,-0.3474563,-0.3210105,-0.0264458
52,0.99442744,0.8883916,"('irrational', 'rational')",1.0577723,1.0435287,0.304762,0.23576652,0.7856539,0.7225622,0.0630917
15,0.9888216,1.0484416,"('boring', 'funny')",0.7928807,0.743029,0.30532622,0.28280354,0.6956762,0.6914247,0.0042515
32,-0.9686074,-0.88579285,"('unkind', 'kind')",-0.42376435,-0.05152993,0.882646,0.9960964,-0.1699086,0.0195912,-0.1894998
26,0.9183584,0.7980813,"('hardhearted', 'benevolent')",0.38524857,0.6891332,1.6011913,1.7238951,0.9682661,1.0703699,-0.1021038
27,0.89690375,0.5815002,"('hardhearted', 'softhearted')",0.44710758,0.34163934,1.2629771,0.94262516,0.8689961,0.6219215,0.2470746
54,0.8769052,0.86503625,"('incapable', 'capable')",0.7994076,0.9522376,0.968059,0.9804312,0.8814572,0.9325684,-0.0511112
59,0.85626966,1.0130239,"('foolish', 'wise')",1.3376112,1.5891309,0.1590563,0.20297901,0.7843124,0.9350446,-0.1507322
73,0.82555777,1.0054092,"('helpless', 'self-reliant')",0.76638037,0.77886903,-3.1451795,-3.008841,-0.5177471,-0.4081876,-0.1095595
51,-0.81530815,-0.73417073,"('uneducated', 'educated')",-0.5632018,-0.4850908,-0.021301616,-0.046138786,-0.4666039,-0.4218001,-0.0448038
61,-0.79947215,-0.77905494,"('illogical', 'logical')",0.57081234,0.78369313,-0.02791516,0.03271404,-0.085525,0.0124507,-0.0979757
25,0.741933,0.6404317,"('egoistic', 'altruistic')",1.0470554,0.9055576,1.4988252,1.3577813,1.0959379,0.9679235,0.1280144
84,0.7280666,0.59756225,"('inferior', 'superior')",0.37015823,0.370121,0.7304406,0.62244135,0.6095552,0.5300415,0.0795137
17,0.72100735,0.5224825,"('nasty', 'nice')",0.9466805,0.7523635,-0.38358796,-0.50427234,0.4280333,0.2568579,0.1711754
18,0.71050686,0.7768199,"('disagreeable', 'welcoming')",-0.40773892,-0.08690648,-0.8417681,-0.8904417,-0.1796667,-0.0668428,-0.1128239
12,-0.67906374,-0.3648062,"('unsupportive', 'supportive')",1.2650797,1.6651058,-1.6432723,-1.5232351,-0.3524187,-0.0743118,-0.2781069
50,0.66962457,0.7821675,"('clumsy', 'skillful')",0.26642838,0.43274754,-0.3934125,-0.35923374,0.1808801,0.2852271,-0.104347
49,-0.65916306,-0.5443691,"('unable', 'able')",-1.0026199,-0.9083894,-0.6292804,-0.5218336,-0.7636878,-0.6581974,-0.1054904
39,-0.65212035,-0.34448093,"('exploitative', 'cooperative')",0.32914245,0.7043627,0.6991859,0.89841485,0.1254027,0.4194322,-0.2940295
74,-0.63482934,-0.31338614,"('undedicated', 'dedicated')",1.0332066,1.3712231,0.09886731,0.35262397,0.1657482,0.4701536,-0.3044054
4,0.6031532,0.8092977,"('disliked', 'liked')",1.4250422,1.486372,-7.2680907,-6.94011,-1.7466318,-1.5481469,-0.1984849
29,0.5914426,0.4991394,"('unfair', 'fair')",-0.36012608,-0.17642881,-0.5090177,-0.6225827,-0.0925671,-0.0999574,0.0073903
53,0.45785514,0.44396466,"('uncreative', 'creative')",1.6171659,1.5340194,0.9902229,0.96943814,1.021748,0.982474,0.039274
42,0.43422982,0.69374305,"('unreliable', 'reliable')",0.9591638,1.306958,-2.6307578,-2.3790212,-0.4124547,-0.1261067,-0.286348
83,-0.38127652,-0.3952128,"('powerless', 'powerful')",0.09996316,0.23683402,-0.8719075,-0.87833875,-0.384407,-0.3455725,-0.0388345
88,-0.35460308,-0.34892088,"('low', 'eminent')",-0.05947465,-0.08431257,-0.41106048,-0.48166505,-0.2750461,-0.3049662,0.0299201
67,0.35184026,0.57856154,"('doubtful', 'determined')",-0.058488887,0.11352854,-0.38861474,-0.31485295,-0.0317545,0.1257457,-0.1575002
40,-0.33663583,-0.0562092,"('stingy', 'generous')",0.2788052,0.332962,-1.9829767,-1.950735,-0.6802691,-0.557994,-0.1222751
68,0.27312434,0.034466755,"('dependent', 'independent')",-0.0075365603,-0.21103801,-1.43177,-1.6276655,-0.3887274,-0.6014123,0.2126849
38,-0.2685814,-0.32167485,"('untruthful', 'truthful')",0.018656462,0.13800709,-0.19963153,-0.19111581,-0.1498522,-0.1249279,-0.0249243
37,0.2680776,0.26029593,"('fake', 'genuine')",0.49642456,0.48487747,0.3240076,0.15290916,0.3628366,0.2993609,0.0634757
2,-0.25941828,0.16517517,"('unlikable', 'likable')",0.3403142,0.7926615,0.21137188,0.49447733,0.0974226,0.4841046,-0.386682
44,0.20333394,0.2812528,"('prejudiced', 'unprejudiced')",-0.6409466,-0.7594276,-1.3220873,-1.2765747,-0.5865666,-0.5849165,-0.0016501
78,0.19201575,0.049906407,"('nonresilient', 'resilient')",0.12668854,0.13958594,-0.22431543,-0.3196214,0.031463,-0.0433764,0.0748394
87,0.1874061,0.36416346,"('unsuccessful', 'successful')",0.38751435,0.68604696,-0.35214075,-0.12684482,0.0742599,0.3077886,-0.2335287
20,-0.18603155,-0.24121058,"('rough', 'thoughtful')",0.23704606,0.17312591,0.6034585,0.55494803,0.2181577,0.1622878,0.0558699
64,-0.17479992,0.14875318,"('shy', 'confident')",-0.23668319,0.0841614,-6.025955,-5.533206,-2.1458128,-1.7667638,-0.379049
58,0.16812307,0.17310533,"('undiscriminating', 'discriminating')",0.1579926,0.31548586,0.12290848,0.12617765,0.1496747,0.204923,-0.0552483
34,-0.15834954,-0.26372305,"('mean', 'honorable')",0.03930393,-0.054562025,5.100595,4.983969,1.6605164,1.5552281,0.1052883
8,-0.12500001,-0.07068381,"('unaffectionate', 'affectionate')",0.8407721,0.8576436,1.1143517,0.92747134,0.6100413,0.571477,0.0385643
9,0.070773594,0.111230284,"('unaffectionate', 'caring')",1.4025694,1.630572,1.5930154,1.5103489,1.0221195,1.0840503,-0.0619308
1,-0.025191277,-0.075584464,"('unfriendly', 'friendly')",0.9432195,1.2204401,1.809778,1.6465569,0.9092687,0.9304709,-0.0212022
