,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,male-female
60,3.3984077,2.263004,"('inefficient', 'efficient')",1.3875914,1.4585681,-0.09671562,-0.025210766,1.5630946,1.2321204,0.3309742
6,-3.2454443,-2.006403,"('distant', 'open')",-0.7189469,-0.5976846,-0.37166947,-0.8089919,-1.4453535,-1.1376932,-0.3076603
5,-2.9957933,-1.8240981,"('distant', 'outgoing')",-0.41990292,-0.26928177,-0.64627486,-0.81758785,-1.3539904,-0.9703226,-0.3836678
31,-2.9434435,-1.7555379,"('evil', 'good')",-0.65854657,-0.713482,-0.66837776,-0.793505,-1.423456,-1.0875083,-0.3359477
56,2.7995849,2.4099767,"('impractical', 'practical')",1.1064533,1.2774674,-1.014685,-1.027044,0.9637844,0.8868001,0.0769843
55,2.5320015,1.1326295,"('incompetent', 'clever')",-0.55553275,-0.50767195,0.31644693,0.50864136,0.7643053,0.3778663,0.386439
65,2.5221212,1.7812303,"('insecure', 'secure')",0.29856244,0.46718726,-0.27912536,-0.22231945,0.8471861,0.6753661,0.17182
14,2.4315393,1.5366449,"('antisocial', 'social')",0.74203646,0.7791038,-0.2628674,0.02419254,0.9702361,0.7799804,0.1902557
46,2.4209197,1.0253637,"('uncompetitive', 'competitive')",-0.38171163,-0.39454308,-1.0640893,-0.7433119,0.3250395,-0.0374971,0.3625366
0,2.3990746,1.2619584,"('unsociable', 'sociable')",0.11192035,0.18299377,0.037268057,0.045873903,0.849421,0.496942,0.352479
36,-2.3657568,-1.0466528,"('hostile', 'amicable')",-0.8383707,-0.5640414,-0.026626421,-0.21747948,-1.0769179,-0.6093912,-0.4675267
77,2.3591852,1.6197608,"('unmotivated', 'motivated')",-0.7849986,-0.66513467,-1.3213944,-0.9891842,0.084264,-0.0115194,0.0957834
75,-2.3067365,-1.736616,"('meek', 'impulsive')",-1.1310219,-1.1578406,-0.703083,-0.74407655,-1.3802805,-1.2128444,-0.1674361
35,-2.2808468,-0.9430418,"('corrupt', 'incorrupt')",-0.4054666,-0.4245035,-0.4471853,-0.59280187,-1.0444996,-0.6534491,-0.3910505
10,2.2535522,1.039216,"('unsympathetic', 'sympathetic')",-0.5833267,-0.47004336,-0.2503888,-0.4145756,0.4732789,0.0515324,0.4217465
87,2.245105,1.8625206,"('unsuccessful', 'successful')",0.7415745,0.72857875,0.64728194,0.93258953,1.2113205,1.1745629,0.0367576
23,2.131462,1.5566568,"('insincere', 'sincere')",0.57858604,0.87284034,5.6591988,4.3975253,2.7897491,2.2756742,0.5140749
39,2.0666933,1.8891658,"('exploitative', 'cooperative')",0.48031497,0.60266703,0.11283728,0.22311819,0.8866152,0.9049837,-0.0183685
43,2.051589,1.5420322,"('irresponsible', 'responsible')",0.1732905,0.30411744,0.15874115,0.07621866,0.7945402,0.6407894,0.1537508
74,1.9578326,1.4217832,"('undedicated', 'dedicated')",0.093084455,0.2170794,-0.34442076,-0.11434372,0.5688321,0.5081729,0.0606592
21,1.9507688,1.0716828,"('immoral', 'moral')",0.01032396,0.20055047,-0.7838715,-0.5628102,0.3924071,0.2364744,0.1559327
13,1.9359596,1.5423548,"('impolite', 'polite')",0.2923554,0.46017432,-0.5973586,-0.5930335,0.5436521,0.4698319,0.0738202
79,-1.9004769,-0.99903893,"('wavering', 'unwavering')",-0.93610585,-0.811521,-0.459749,-0.75966084,-1.0987772,-0.8567403,-0.2420369
85,-1.8410871,-0.49095434,"('insignificant', 'prestigious')",-0.6143645,-0.46038923,0.026058054,0.0018143915,-0.8097978,-0.3165097,-0.4932881
61,1.8156644,1.4682674,"('illogical', 'logical')",-0.045212448,0.0598176,0.24156727,0.11419781,0.6706731,0.5474276,0.1232455
8,-1.7828739,-1.0131766,"('unaffectionate', 'affectionate')",-0.8972832,-0.7067665,0.9307223,0.447875,-0.583145,-0.4240227,-0.1591223
59,-1.7564572,-0.6320101,"('foolish', 'wise')",-0.3312967,-0.16676751,-0.13083306,-0.22966707,-0.7395291,-0.3428149,-0.3967142
45,1.7461089,0.79619485,"('incompetent', 'competent')",0.20724502,0.1330889,-0.0174625,0.17353064,0.6452971,0.3676048,0.2776923
20,1.7249594,1.1077616,"('rough', 'thoughtful')",-0.21909532,-0.34004328,0.9873753,0.9930292,0.8310798,0.5869158,0.244164
