,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
69,2.8361588,3.0793502,"('lazy', 'industrious')",-0.8994634,-0.9155787,0.9683477,1.0818858,-0.1135381
35,2.7296915,2.885541,"('corrupt', 'incorrupt')",-0.74589044,-0.84453386,0.9919006,1.0205035,-0.0286029
10,-2.5184045,-2.7292728,"('unsympathetic', 'sympathetic')",-0.0062109753,0.1825622,-1.2623078,-1.2733554,0.0110476
57,-2.3542986,-2.4741993,"('unimaginative', 'imaginative')",-3.5382462,-3.5339794,-2.9462724,-3.0040894,0.057817
86,-2.2813628,-2.2632003,"('uninfluential', 'influential')",-0.60862267,-0.49249324,-1.4449928,-1.3778467,-0.0671461
55,-2.1345747,-2.329021,"('incompetent', 'clever')",0.64847386,0.71193355,-0.7430504,-0.8085437,0.0654933
59,2.125073,2.1464286,"('foolish', 'wise')",0.03300424,-0.1331735,1.0790386,1.0066276,0.072411
0,-1.9918455,-2.0204594,"('unsociable', 'sociable')",0.027208399,0.12316637,-0.9823185,-0.9486465,-0.033672
48,-1.9464729,-2.0892277,"('unintelligent', 'intelligent')",0.24569081,0.26591104,-0.850391,-0.9116583,0.0612673
14,-1.8228878,-1.8946365,"('antisocial', 'social')",-0.200333,-0.1683834,-1.0116104,-1.03151,0.0198996
22,-1.7224499,-1.817205,"('untrustworthy', 'trustworthy')",-0.7379812,-0.8489396,-1.2302155,-1.3330723,0.1028568
62,-1.7166263,-1.827819,"('incompetent', 'brilliant')",0.30732897,0.46296334,-0.7046487,-0.6824278,-0.0222209
85,1.6901848,1.8816863,"('insignificant', 'prestigious')",-0.90747124,-0.99818903,0.3913568,0.4417486,-0.0503918
76,-1.679422,-1.7901279,"('anxious', 'daring')",0.07385579,0.31059623,-0.8027831,-0.7397658,-0.0630173
45,-1.6266878,-1.8462769,"('incompetent', 'competent')",-0.19704866,-0.19885308,-0.9118682,-1.022565,0.1106968
21,-1.6060574,-1.7084957,"('immoral', 'moral')",-0.43239537,-0.47309119,-1.0192264,-1.0907935,0.0715671
