,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,male-female
73,2.12611,2.2351604,"('helpless', 'self-reliant')",-2.7484393,-2.8275998,-0.3111646,-0.2962197,-0.0149449
1,-2.0888348,-2.145852,"('unfriendly', 'friendly')",1.5318581,1.4069315,-0.2784883,-0.3694603,0.090972
31,-1.9243215,-1.7527971,"('evil', 'good')",-0.7589062,-0.87124085,-1.3416139,-1.312019,-0.0295949
86,-1.799639,-1.6261652,"('uninfluential', 'influential')",-0.4902958,-0.48111084,-1.1449674,-1.053638,-0.0913294
53,-1.4231389,-1.1853102,"('uncreative', 'creative')",0.37185118,0.3976102,-0.5256438,-0.39385,-0.1317938
8,-1.4095751,-1.3131648,"('unaffectionate', 'affectionate')",0.7595557,0.6839838,-0.3250097,-0.3145905,-0.0104192
36,-1.3553492,-1.3168027,"('hostile', 'amicable')",-0.17138335,-0.2863334,-0.7633663,-0.8015681,0.0382018
25,-1.2994337,-1.1750569,"('egoistic', 'altruistic')",1.1089118,1.3003845,-0.095261,0.0626638,-0.1579248
76,1.2084523,1.2814345,"('anxious', 'daring')",-0.15493403,-0.1365967,0.5267591,0.5724189,-0.0456598
85,-1.1325717,-1.0113691,"('insignificant', 'prestigious')",-0.4330935,-0.44858477,-0.7828326,-0.729977,-0.0528556
77,-1.0776968,-0.84540415,"('unmotivated', 'motivated')",-1.026718,-0.93167853,-1.0522075,-0.8885413,-0.1636662
88,-1.0692899,-1.06163,"('low', 'eminent')",-0.5855648,-0.6216356,-0.8274274,-0.8416328,0.0142054
0,-1.0546451,-1.0050538,"('unsociable', 'sociable')",-0.23174289,-0.23552321,-0.643194,-0.6202885,-0.0229055
27,-1.0438508,-0.9621201,"('hardhearted', 'softhearted')",1.0951782,1.0704787,0.0256637,0.0541793,-0.0285156
42,1.0334191,1.3480915,"('unreliable', 'reliable')",-2.771572,-2.7031832,-0.8690765,-0.6775458,-0.1915307
9,-1.0177389,-0.86721754,"('unaffectionate', 'caring')",1.3210195,1.2639639,0.1516403,0.1983732,-0.0467329
26,-1.0061885,-0.89574385,"('hardhearted', 'benevolent')",1.5215509,1.6069443,0.2576812,0.3556002,-0.097919
32,-0.99754894,-0.84642017,"('unkind', 'kind')",0.4425795,0.551894,-0.2774847,-0.1472631,-0.1302216
6,-0.9462506,-0.93266034,"('distant', 'open')",-0.10588229,-0.15336254,-0.5260664,-0.5430114,0.016945
57,-0.9118028,-0.673531,"('unimaginative', 'imaginative')",-3.0340319,-2.9815018,-1.9729173,-1.8275164,-0.1454009
80,0.87090075,0.69645774,"('dominated', 'dominating')",-0.66524786,-0.7660392,0.1028264,-0.0347907,0.1376171
48,-0.8671495,-0.9770337,"('unintelligent', 'intelligent')",0.85220295,0.69265544,-0.0074733,-0.1421891,0.1347158
52,-0.84606427,-0.8390688,"('irrational', 'rational')",0.3628813,0.18803285,-0.2415915,-0.325518,0.0839265
44,0.8284117,0.80340403,"('prejudiced', 'unprejudiced')",-1.5422846,-1.4987245,-0.3569365,-0.3476602,-0.0092763
56,0.81747156,0.7791555,"('impractical', 'practical')",-0.2823922,-0.27892417,0.2675397,0.2501157,0.017424
15,-0.80874896,-1.0234671,"('boring', 'funny')",-0.039592855,-0.1681499,-0.4241709,-0.5958085,0.1716376
19,-0.8027375,-0.92696553,"('inhospitable', 'hospitable')",-0.509207,-0.48857033,-0.6559722,-0.707768,0.0517958
16,-0.79855686,-0.7204093,"('unpopular', 'popular')",0.1567546,0.15402645,-0.3209011,-0.2831914,-0.0377097
81,0.7699312,0.6950729,"('submissive', 'aggressive')",-0.50233775,-0.5672124,0.1337967,0.0639302,0.0698665
78,-0.7433885,-0.69326717,"('nonresilient', 'resilient')",0.25355506,0.19192736,-0.2449167,-0.2506699,0.0057532
28,-0.6704018,-0.555515,"('disloyal', 'loyal')",1.0237997,1.0045086,0.1766989,0.2244968,-0.0477979
79,-0.6569764,-0.59495556,"('wavering', 'unwavering')",-0.43915445,-0.50290525,-0.5480654,-0.5489304,0.000865
49,-0.6380055,-0.55863845,"('unable', 'able')",-0.14608173,-0.20807248,-0.3920436,-0.3833555,-0.0086881
54,-0.6198724,-0.48616728,"('incapable', 'capable')",0.83323765,0.91952455,0.1066826,0.2166786,-0.109996
37,0.60740054,0.55968297,"('fake', 'genuine')",0.40533346,0.3320622,0.506367,0.4458726,0.0604944
