,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-1.4316846,-1.1524733,"('unimaginative', 'imaginative')",-2.9638352,-2.4670959,-2.1977599,-1.8097847,-0.3879752
69,1.4190459,1.5799166,"('lazy', 'industrious')",-0.7492856,-0.52873194,0.3348802,0.5255923,-0.1907121
10,-1.3409389,-1.3645552,"('unsympathetic', 'sympathetic')",0.08356926,0.24012014,-0.6286848,-0.5622175,-0.0664673
18,-1.2506506,-0.92006624,"('disagreeable', 'welcoming')",-0.63968056,-0.56852615,-0.9451656,-0.7442962,-0.2008694
45,-1.2385184,-0.9835483,"('incompetent', 'competent')",-0.29767218,-0.13083573,-0.7680953,-0.557192,-0.2109033
26,-1.2294031,-0.54450727,"('hardhearted', 'benevolent')",0.39066178,0.7269805,-0.4193707,0.0912366,-0.5106073
31,-1.2184699,-0.47829482,"('evil', 'good')",-1.7009072,-1.4364187,-1.4596885,-0.9573568,-0.5023317
52,-1.2149352,-0.7828379,"('irrational', 'rational')",-0.7805681,-0.6247718,-0.9977517,-0.7038049,-0.2939468
67,1.206364,1.0979086,"('doubtful', 'determined')",-0.2471751,-0.3447306,0.4795945,0.376589,0.1030055
56,1.1504183,0.8889914,"('impractical', 'practical')",0.16568404,0.21402313,0.6580511,0.5515073,0.1065438
6,-1.1406686,-0.71038157,"('distant', 'open')",-0.25304055,-0.06129563,-0.6968546,-0.3858386,-0.311016
24,-1.1199858,-0.6412258,"('dishonest', 'honest')",0.67481816,0.7594875,-0.2225838,0.0591308,-0.2817146
1,-1.0737699,-0.1900034,"('unfriendly', 'friendly')",0.7334341,1.0904576,-0.1701679,0.4502271,-0.620395
86,-1.0348564,-0.4091496,"('uninfluential', 'influential')",-0.24963823,0.1216383,-0.6422473,-0.1437556,-0.4984917
28,-1.0261233,-0.5471259,"('disloyal', 'loyal')",0.70154047,0.77470744,-0.1622914,0.1137908,-0.2760822
8,-0.9651712,-0.33719906,"('unaffectionate', 'affectionate')",-0.3259936,-0.021428706,-0.6455824,-0.1793139,-0.4662685
5,-0.9427053,-0.59185696,"('distant', 'outgoing')",-0.5810065,-0.32508624,-0.7618559,-0.4584716,-0.3033843
60,0.9402538,0.66788095,"('inefficient', 'efficient')",0.65217704,0.72796696,0.7962154,0.697924,0.0982914
40,-0.91085005,-0.2603829,"('stingy', 'generous')",-1.9666569,-1.3429142,-1.4387535,-0.8016486,-0.6371049
3,-0.8975684,-1.0138489,"('repellent', 'pleasant')",0.46894574,0.34184858,-0.2143113,-0.3360001,0.1216888
20,0.8610153,0.56436664,"('rough', 'thoughtful')",1.2358905,1.4603174,1.0484529,1.012342,0.0361109
27,-0.8238302,-0.77356106,"('hardhearted', 'softhearted')",1.1134458,1.1816083,0.1448078,0.2040236,-0.0592158
71,0.805183,0.9088467,"('diffident', 'self-confident')",0.27826926,0.37660939,0.5417261,0.642728,-0.1010019
4,-0.76682943,-0.49647132,"('disliked', 'liked')",-6.7402234,-6.015559,-3.7535264,-3.2560153,-0.4975111
64,-0.76556706,-0.7530275,"('shy', 'confident')",-6.3966055,-5.9130387,-3.5810862,-3.3330331,-0.2480531
70,-0.7606736,-1.0901648,"('lethargic', 'energetic')",0.8907576,0.81980073,0.065042,-0.135182,0.200224
9,-0.75837713,-0.18484949,"('unaffectionate', 'caring')",0.44762143,0.6817868,-0.1553778,0.2484686,-0.4038464
88,-0.7452069,-0.8014891,"('low', 'eminent')",0.26268727,0.18390305,-0.2412598,-0.308793,0.0675332
83,0.7088795,0.5845258,"('powerless', 'powerful')",-0.74765223,-0.68939865,-0.0193864,-0.0524364,0.03305
39,0.70110095,0.68757266,"('exploitative', 'cooperative')",-0.11691491,-0.107608624,0.292093,0.289982,0.002111
84,0.6638099,0.6354302,"('inferior', 'superior')",1.278533,1.2363527,0.9711714,0.9358914,0.03528
79,-0.65571517,-0.47887382,"('wavering', 'unwavering')",0.15011166,0.1566987,-0.2528017,-0.1610876,-0.0917141
17,-0.6444338,-0.46638858,"('nasty', 'nice')",-0.48652726,-0.2856591,-0.5654805,-0.3760238,-0.1894567
0,-0.6226803,-0.5844268,"('unsociable', 'sociable')",-0.47816363,-0.3449222,-0.550422,-0.4646745,-0.0857475
66,-0.59589386,-0.54079664,"('inactive', 'active')",0.7656147,0.83680594,0.0848604,0.1480047,-0.0631443
75,0.5934886,0.41992107,"('meek', 'impulsive')",-0.10141231,-0.15710652,0.2460381,0.1314073,0.1146308
50,0.57274806,0.37768134,"('clumsy', 'skillful')",0.23196152,0.3472433,0.4023548,0.3624623,0.0398925
11,-0.5650675,-0.7135926,"('unhelpful', 'helpful')",2.1056392,2.1157656,0.7702858,0.7010865,0.0691993
29,-0.56241983,-0.4380675,"('unfair', 'fair')",-0.6629642,-0.5185334,-0.612692,-0.4783005,-0.1343915
65,-0.5536549,-0.83427465,"('insecure', 'secure')",-0.34490925,-0.44999465,-0.4492821,-0.6421347,0.1928526
7,-0.5535639,-0.7222596,"('insensitive', 'sensitive')",0.676805,0.802064,0.0616206,0.0399022,0.0217184
49,0.55119395,0.24624802,"('unable', 'able')",0.25504783,0.10659775,0.4031209,0.1764229,0.226698
41,-0.5258943,-0.2884331,"('unforgiving', 'forgiving')",-0.2672693,-0.20478685,-0.3965818,-0.24661,-0.1499718
47,0.5171309,0.3060547,"('stupid', 'smart')",5.4275384,4.933377,2.9723346,2.6197157,0.3526189
73,0.51265293,0.51452637,"('helpless', 'self-reliant')",-3.3498669,-2.8526454,-1.418607,-1.1690595,-0.2495475
2,0.5082275,0.34185272,"('unlikable', 'likable')",0.2983259,0.1949769,0.4032767,0.2684148,0.1348619
85,-0.49125892,-0.2591466,"('insignificant', 'prestigious')",0.097478256,0.35210732,-0.1968903,0.0464804,-0.2433707
22,-0.47441727,-0.47922742,"('untrustworthy', 'trustworthy')",-1.4085345,-1.2708108,-0.9414759,-0.8750191,-0.0664568
68,-0.4404139,-0.4156185,"('dependent', 'independent')",0.15384047,0.22308749,-0.1432867,-0.0962655,-0.0470212
87,0.43449175,0.049125805,"('unsuccessful', 'successful')",0.8401056,0.98908883,0.6372987,0.5191073,0.1181914
48,-0.43115556,-0.08133352,"('unintelligent', 'intelligent')",0.8349993,1.0866046,0.2019219,0.5026355,-0.3007136
76,0.42704633,-0.33534434,"('anxious', 'daring')",0.7846304,0.6790094,0.6058384,0.1718325,0.4340059
36,-0.38281685,-0.10478748,"('hostile', 'amicable')",-0.435515,-0.42297325,-0.4091659,-0.2638804,-0.1452855
16,-0.38089365,-0.5542155,"('unpopular', 'popular')",0.6287056,0.6004925,0.123906,0.0231385,0.1007675
14,-0.37572795,-0.45588344,"('antisocial', 'social')",-0.70612466,-0.7815125,-0.5409263,-0.618698,0.0777717
25,0.3754849,0.52779275,"('egoistic', 'altruistic')",0.84057873,0.77878237,0.6080318,0.6532875,-0.0452557
12,-0.35377705,-0.13530909,"('unsupportive', 'supportive')",-1.8416805,-1.4892501,-1.0977287,-0.8122796,-0.2854491
51,-0.35047123,-0.28005373,"('uneducated', 'educated')",1.0834415,1.2804055,0.3664851,0.5001759,-0.1336908
37,0.33761108,0.39723217,"('fake', 'genuine')",0.19512817,0.459122,0.2663696,0.4281771,-0.1618075
72,-0.28887656,-0.32674077,"('unambitious', 'ambitious')",-0.9940674,-0.9428838,-0.641472,-0.6348123,-0.0066597
61,-0.28792349,-0.26030695,"('illogical', 'logical')",0.20111135,0.12351415,-0.0434061,-0.0683964,0.0249903
54,0.2808246,0.1187882,"('incapable', 'capable')",1.1742164,1.0104647,0.7275205,0.5646265,0.162894
42,-0.2775836,-0.7013866,"('unreliable', 'reliable')",-3.377139,-3.0636888,-1.8273613,-1.8825376,0.0551763
