,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,male-female
0,-2.6122704,-2.2308044,"('unsociable', 'sociable')",-0.52893597,-0.33117813,-1.5706031,-1.2809913,-0.2896118
10,-2.2684445,-2.319213,"('unsympathetic', 'sympathetic')",-0.22723663,-0.18472749,-1.2478406,-1.2519702,0.0041296
86,-2.104105,-2.0673335,"('uninfluential', 'influential')",-0.50428724,-0.32645363,-1.3041961,-1.1968936,-0.1073025
13,-1.8606668,-1.50945,"('impolite', 'polite')",-0.7640154,-0.5513761,-1.3123411,-1.030413,-0.2819281
45,-1.8549389,-1.8778553,"('incompetent', 'competent')",-0.100357875,-0.05947128,-0.9776484,-0.9686633,-0.0089851
55,-1.7410209,-1.8453516,"('incompetent', 'clever')",0.20414475,0.41136125,-0.7684381,-0.7169952,-0.0514429
57,-1.7253371,-1.926855,"('unimaginative', 'imaginative')",-3.033614,-2.7251241,-2.3794756,-2.3259895,-0.0534861
43,-1.6685085,-1.2132533,"('irresponsible', 'responsible')",0.22624816,0.37781543,-0.7211302,-0.4177189,-0.3034113
14,-1.5667665,-1.3071611,"('antisocial', 'social')",-0.5886119,-0.14650512,-1.0776892,-0.7268331,-0.3508561
53,-1.527885,-1.6794136,"('uncreative', 'creative')",0.47440165,0.38593465,-0.5267416,-0.6467395,0.1199979
46,-1.4814019,-1.5400558,"('uncompetitive', 'competitive')",-0.7376754,-0.4171184,-1.1095387,-0.9785871,-0.1309516
22,-1.4690719,-1.4321308,"('untrustworthy', 'trustworthy')",-1.3599118,-1.3129985,-1.4144919,-1.3725647,-0.0419272
56,-1.4650158,-0.9868628,"('impractical', 'practical')",-0.29376376,-0.020855013,-0.8793898,-0.5038589,-0.3755309
32,-1.3841715,-1.0868278,"('unkind', 'kind')",0.6627246,0.7088782,-0.3607234,-0.1889748,-0.1717486
70,-1.3738735,-1.1752437,"('lethargic', 'energetic')",0.25930163,0.28728327,-0.5572859,-0.4439802,-0.1133057
75,1.3261052,1.2176234,"('meek', 'impulsive')",-0.475033,-0.7303883,0.4255361,0.2436175,0.1819186
65,-1.2824188,-1.1270161,"('insecure', 'secure')",-0.26595047,-0.1818886,-0.7741846,-0.6544523,-0.1197323
61,-1.1884193,-0.55410826,"('illogical', 'logical')",0.2577828,0.54504573,-0.4653183,-0.0045313,-0.460787
7,-1.1861386,-1.1167307,"('insensitive', 'sensitive')",0.4019785,0.39303628,-0.3920801,-0.3618472,-0.0302329
19,-1.1816629,-0.8251056,"('inhospitable', 'hospitable')",-0.46135685,-0.629894,-0.8215099,-0.7274998,-0.0940101
21,-1.128636,-1.2282163,"('immoral', 'moral')",-0.5986193,-0.51644814,-0.8636277,-0.8723322,0.0087045
12,-1.125007,-1.1431526,"('unsupportive', 'supportive')",-1.9514452,-1.8319597,-1.5382261,-1.4875562,-0.0506699
1,-1.1125567,-1.0642339,"('unfriendly', 'friendly')",1.1310427,0.94215083,0.009243,-0.0610415,0.0702845
9,-1.0645863,-0.93305075,"('unaffectionate', 'caring')",1.1952883,0.8187598,0.065351,-0.0571455,0.1224965
11,-1.058321,-0.9791633,"('unhelpful', 'helpful')",2.200833,2.025184,0.571256,0.5230103,0.0482457
73,1.0233077,1.1693678,"('helpless', 'self-reliant')",-3.0673707,-2.93956,-1.0220315,-0.8850961,-0.1369354
63,-1.0179297,-1.00837,"('unperceptive', 'insightful')",0.6997496,0.65981764,-0.15909,-0.1742762,0.0151862
87,-0.9719833,-0.50720584,"('unsuccessful', 'successful')",0.69325644,0.5137748,-0.1393634,0.0032845,-0.1426479
74,-0.92499703,-0.5505652,"('undedicated', 'dedicated')",-0.60909426,-0.30502915,-0.7670456,-0.4277972,-0.3392484
49,0.8988656,-0.096883506,"('unable', 'able')",0.16010387,-0.26615754,0.5294847,-0.1815205,0.7110052
24,-0.89447814,-0.42317748,"('dishonest', 'honest')",0.7476613,0.8161518,-0.0734084,0.1964872,-0.2698956
88,-0.8847744,-0.46450287,"('low', 'eminent')",-0.22026856,-0.21459644,-0.5525215,-0.3395497,-0.2129718
38,-0.8171682,-0.5596728,"('untruthful', 'truthful')",0.18825234,-0.0021185242,-0.3144579,-0.2808957,-0.0335622
50,0.80660516,0.32623097,"('clumsy', 'skillful')",0.116793595,-0.16440363,0.4616994,0.0809137,0.3807857
60,-0.80145824,-0.6656633,"('inefficient', 'efficient')",0.40392932,0.6049895,-0.1987645,-0.0303369,-0.1684276
69,0.7770041,1.1046807,"('lazy', 'industrious')",-0.89756614,-0.9628103,-0.060281,0.0709352,-0.1312162
58,-0.7761631,-0.771824,"('undiscriminating', 'discriminating')",0.37917188,0.4268486,-0.1984956,-0.1724877,-0.0260079
59,0.7708663,0.39656177,"('foolish', 'wise')",0.11438162,-0.31646016,0.4426239,0.0400508,0.4025731
77,-0.7659557,-0.91565305,"('unmotivated', 'motivated')",-0.90524054,-0.9945428,-0.8355981,-0.9550979,0.1194998
51,-0.7499588,-1.038034,"('uneducated', 'educated')",0.6351994,0.8018182,-0.0573797,-0.1181079,0.0607282
66,-0.7447196,-0.29731816,"('inactive', 'active')",0.14737518,-0.07655358,-0.2986722,-0.1869359,-0.1117363
47,-0.74231124,-0.6089394,"('stupid', 'smart')",5.291381,4.70629,2.2745347,2.0486751,0.2258596
3,-0.7159305,-1.0131298,"('repellent', 'pleasant')",0.73112416,0.7172627,0.0075968,-0.1479336,0.1555304
23,-0.6980531,-1.0167351,"('insincere', 'sincere')",6.0915647,5.335294,2.6967559,2.1592793,0.5374766
30,-0.68029463,-0.6274806,"('intolerant', 'tolerant')",0.8183148,0.8705926,0.0690101,0.121556,-0.0525459
28,-0.6528307,-1.1247642,"('disloyal', 'loyal')",1.1881139,0.9935727,0.2676416,-0.0655957,0.3332373
42,-0.61378294,-0.41451558,"('unreliable', 'reliable')",-3.2958848,-2.7509868,-1.9548339,-1.5827512,-0.3720827
35,0.59421253,0.6542448,"('corrupt', 'incorrupt')",-0.8449435,-0.9827493,-0.1253655,-0.1642523,0.0388868
71,-0.5571651,-0.37828842,"('diffident', 'self-confident')",0.17715791,0.051172957,-0.1900036,-0.1635577,-0.0264459
84,0.55692303,0.32551107,"('inferior', 'superior')",1.1321527,1.1880215,0.8445379,0.7567663,0.0877716
6,-0.55534965,-0.07404153,"('distant', 'open')",-0.70744675,-0.94876206,-0.6313982,-0.5114018,-0.1199964
29,-0.5490821,-0.61678445,"('unfair', 'fair')",-0.44180185,-0.4534104,-0.495442,-0.5350974,0.0396554
8,-0.54865193,-0.59908956,"('unaffectionate', 'affectionate')",0.39364684,0.1526025,-0.0775025,-0.2232435,0.145741
27,-0.49473184,-0.31985185,"('hardhearted', 'softhearted')",0.84057236,0.76261735,0.1729203,0.2213828,-0.0484625
40,0.47834125,0.1804568,"('stingy', 'generous')",-1.9809426,-1.73926,-0.7513007,-0.7794016,0.0281009
26,-0.4396078,-0.11941231,"('hardhearted', 'benevolent')",1.1315562,1.4408591,0.3459742,0.6607234,-0.3147492
82,-0.43841523,-0.52580106,"('poor', 'rich')",6.504645,5.980797,3.0331149,2.7274978,0.3056171
41,-0.4271238,-0.5287829,"('unforgiving', 'forgiving')",-0.24039194,-0.19323647,-0.3337579,-0.3610097,0.0272518
85,0.4182094,0.5351842,"('insignificant', 'prestigious')",-0.6190261,-0.7838751,-0.1004084,-0.1243455,0.0239371
48,0.40745723,-0.35861278,"('unintelligent', 'intelligent')",1.2536548,0.95826805,0.830556,0.2998276,0.5307284
83,-0.36938652,-0.04885377,"('powerless', 'powerful')",-0.7003794,-0.68905056,-0.534883,-0.3689522,-0.1659308
64,-0.36151546,-0.108676195,"('shy', 'confident')",-6.183512,-5.437637,-3.2725139,-2.7731566,-0.4993573
44,0.35940325,0.45577553,"('prejudiced', 'unprejudiced')",-1.5821544,-1.3734176,-0.6113756,-0.4588211,-0.1525545
78,-0.35662264,-0.8183525,"('nonresilient', 'resilient')",0.05845789,0.05522027,-0.1490824,-0.3815661,0.2324837
18,-0.35314333,-0.42469543,"('disagreeable', 'welcoming')",-0.85838103,-0.71063876,-0.6057622,-0.5676671,-0.0380951
52,0.32361698,0.12704626,"('irrational', 'rational')",0.090327725,-0.35887685,0.2069724,-0.1159153,0.3228877
80,-0.308214,-0.4010313,"('dominated', 'dominating')",-0.81987935,-0.6265998,-0.5640467,-0.5138155,-0.0502312
15,-0.26559007,0.0032027438,"('boring', 'funny')",0.044175062,-0.089411154,-0.1107075,-0.0431042,-0.0676033
76,-0.2645537,-0.48312104,"('anxious', 'daring')",-0.052994475,0.060669206,-0.1587741,-0.2112259,0.0524518
25,-0.24319997,-0.14957692,"('egoistic', 'altruistic')",0.64768124,0.7186396,0.2022406,0.2845314,-0.0822908
68,-0.23973957,-0.4958789,"('dependent', 'independent')",-0.606736,-0.58138657,-0.4232378,-0.5386328,0.115395
37,-0.22093579,-0.07738945,"('fake', 'genuine')",0.30418304,0.1695647,0.0416236,0.0460876,-0.004464
31,-0.20670605,-0.10708794,"('evil', 'good')",-1.2556552,-1.4794561,-0.7311806,-0.793272,0.0620914
67,0.19202812,0.45151156,"('doubtful', 'determined')",-0.3411173,-0.25706846,-0.0745446,0.0972216,-0.1717662
2,0.18698034,0.71872455,"('unlikable', 'likable')",0.51500714,0.73385614,0.3509938,0.7262903,-0.3752965
