,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
60,3.6526504,3.649372,"('inefficient', 'efficient')",3.694444,3.4747362,1.2266818,1.0521063,0.40268677,0.39751756,2.2441158,2.1434329,0.1006829
21,3.5920663,3.1910691,"('immoral', 'moral')",1.6431596,1.2845867,0.31967852,0.14001454,-0.6724437,-0.8555049,1.220615,0.9400413,0.2805737
55,3.5265744,3.1895745,"('incompetent', 'clever')",3.471345,3.1558018,-0.399656,-0.6238412,-0.064239986,-0.19669767,1.6335058,1.3812093,0.2522965
81,3.47439,3.5931067,"('submissive', 'aggressive')",2.661584,2.510007,0.4032419,0.4318191,-0.41223812,-0.5211699,1.5317445,1.5034406,0.0283039
36,-3.1253836,-3.0672772,"('hostile', 'amicable')",-4.165003,-3.9478989,0.37032825,0.3830195,0.10816504,0.17631643,-1.7029731,-1.61396,-0.0890131
31,-2.8766284,-2.876719,"('evil', 'good')",-3.5207632,-3.4372272,-0.7680748,-0.712377,-1.1943978,-1.0084707,-2.0899661,-2.0086985,-0.0812676
62,2.8023562,2.7235732,"('incompetent', 'brilliant')",2.4769502,2.4443493,0.4264614,0.3602515,0.1351775,0.06919253,1.4602363,1.3993416,0.0608947
14,2.774357,2.5254297,"('antisocial', 'social')",1.1091483,0.8693286,0.8847003,0.68033385,-0.21027,-0.29840213,1.1394839,0.9441726,0.1953113
85,-2.737371,-2.5520837,"('insignificant', 'prestigious')",-5.218896,-4.9868617,-0.32987526,-0.17115149,0.53092,0.733057,-1.9388056,-1.74426,-0.1945456
13,2.6606421,2.3082368,"('impolite', 'polite')",2.379785,2.2323797,1.2423068,1.0307964,0.15830827,-0.04577903,1.6102605,1.3814085,0.228852
80,2.6567962,2.4564877,"('dominated', 'dominating')",2.5574741,2.3271158,-0.11270544,-0.2671601,-1.138321,-1.376028,0.9908111,0.7851039,0.2057072
46,2.572711,2.1852558,"('uncompetitive', 'competitive')",2.5611186,2.2676394,0.066550404,-0.15978779,-0.1126528,-0.35434845,1.2719318,0.9846898,0.287242
70,2.330335,2.255952,"('lethargic', 'energetic')",2.3077223,2.1486323,0.48649982,0.49533895,0.87231266,0.9321025,1.4992174,1.4580064,0.041211
35,-2.3064182,-2.2287917,"('corrupt', 'incorrupt')",-3.0473266,-2.8719754,-0.4064715,-0.31927952,-0.2818227,-0.22984898,-1.5105096,-1.4124739,-0.0980357
5,-2.2918699,-2.3813663,"('distant', 'outgoing')",-3.523306,-3.4247017,-0.6763024,-0.5324477,-0.5404348,-0.37585285,-1.7579783,-1.6785922,-0.0793861
6,-2.2673755,-2.3417294,"('distant', 'open')",-3.0780194,-3.0008273,-0.6639291,-0.48156995,0.013914648,0.19338998,-1.4988524,-1.4076842,-0.0911682
